Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
SCM9247,21885,56997,237.95,39,11,No Limit
SCM9248,25287,40693,431.09,11,9,Above 5L
SCM9249,39860,55352,488.31,22,0,Above 5L
SCM9250,13950,74406,427.79,45,12,No Limit
SCM9251,19800,75480,86.07,15,18,Above 5L
SCM9252,46103,727,77.59,13,15,Below 2L
SCM9253,18082,54380,196.72,15,5,Above 5L
SCM9254,5049,31201,112.79,5,2,2L-5L
SCM9255,30681,67386,338.03,35,9,No Limit
SCM9256,6672,54364,42.37,23,19,Above 5L
SCM9257,26653,68306,221.92,26,12,No Limit
SCM9258,29833,90609,140.25,24,19,Above 5L
SCM9259,46598,29268,297.74,39,18,No Limit
SCM9260,12689,49296,398.55,35,17,No Limit
SCM9261,49890,1194,461.79,28,17,Below 2L
SCM9262,37034,83086,,30,15,Above 5L
SCM9263,10214,23943,175.66,2,9,No Limit
SCM9264,745,70327,427.94,12,15,Above 5L
SCM9265,5984,4868,296.02,3,5,2L-5L
SCM9266,23152,58222,346.16,10,13,No Limit
,12561,48613,425.58,47,14,2L-5L
SCM9268,26674,68481,65.14,14,12,Above 5L
SCM9269,16573,58753,473.71,1,7,Below 2L
SCM9270,47571,9168,273.74,14,19,Below 2L
SCM9271,48004,82766,168.07,5,4,No Limit
SCM9272,44338,3403,169.43,46,3,Below 2L
SCM9273,155210,93655,375.53,12,2,Below 2L
SCM9274,33418,74973,339.36,34,,Below 2L
SCM9275,5324,9152,364.77,43,2,Below 2L
SCM9276,46418,56233,,43,18,No Limit
SCM9277,38449,41813,85.18,48,10,2L-5L
SCM9278,9535,44003,360.96,39,0,No Limit
SCM9279,3579,40956,149.31,12,7,No Limit
SCM9280,9237,31125,111.3,11,3,Below 2L
SCM9281,26628,47535,107.38,15,2,No Limit
SCM9282,389590,2093,74.29,42,2,Above 5L
SCM9283,35501,56373,213.47,40,0,Below 2L
SCM9284,39658,55653,130.55,19,17,No Limit
SCM9285,3601,74895,446.94,39,5,Below 2L
SCM9286,989,12010,,12,18,Below 2L
SCM9287,8865,34848,371.96,33,15,No Limit
SCM9288,14297,47705,201.86,18,,Above 5L
SCM9289,37028,1271,300.14,44,7,2L-5L
SCM9290,43024,19059,250.45,26,5,Above 5L
SCM9291,36919,41781,83.81,28,6,Below 2L
SCM9292,49095,66969,24.02,18,3,2L-5L
SCM9293,6297,44768,341.79,42,12,2L-5L
SCM9294,13632,31764,60.67,26,11,Above 5L
SCM9295,2383,79528,28.77,1,14,Above 5L
SCM9296,37852,27659,1104.95,39,18,No Limit
SCM9297,17095,39508,369.04,38,3,No Limit
SCM9298,31823,25557,384.46,0,9,Above 5L
SCM9299,46282,60356,,13,6,Below 2L
SCM9300,39705,39918,99.69,7,13,2L-5L
SCM9301,23590,35361,492.81,26,11,2L-5L
SCM9302,46600,17628,381.63,32,9,Below 2L
SCM9303,40143,75978,78.69,30,,2L-5L
SCM9304,8815,73247,420.38,29,,2L-5L
SCM9305,36445,62642,249.53,24,5,No Limit
,14839,38328,33.37,48,16,No Limit
SCM9307,22970,35281,66.11,35,17,Above 5L
SCM9308,32441,34696,217,37,6,Above 5L
SCM9309,29571,96537,265.3,0,0,Above 5L
SCM9310,11690,33497,473.75,30,6,Above 5L
SCM9311,18745,97284,107.93,34,19,Below 2L
SCM9312,1123,56770,237.1,20,12,No Limit
SCM9313,26255,7438,113.02,33,5,Above 5L
SCM9314,24997,14896,279.24,16,14,No Limit
SCM9315,15537,33925,2273.35,8,17,2L-5L
SCM9316,11418,23882,283.92,28,5,Below 2L
SCM9317,43891,44447,255.08,7,17,Below 2L
SCM9318,31675,57414,375.09,18,1,No Limit
SCM9319,48298,6938,73.89,46,16,No Limit
SCM9320,40103,73496,452.82,5,12,2L-5L
SCM9321,10719,77138,288.86,23,18,Below 2L
SCM9322,20241,79699,343.19,5,19,Below 2L
SCM9323,40936,62276,409.5,39,14,No Limit
SCM9324,1384,48909,317.56,2,3,2L-5L
SCM9325,28194,69488,320.64,30,18,2L-5L
SCM9326,14566,3526,364.84,30,12,2L-5L
SCM9327,38221,19266,26.21,11,12,No Limit
SCM9328,1003,32816,191.17,7,12,No Limit
SCM9329,42237,77658,481.47,42,5,2L-5L
SCM9330,41389,83548,129.04,25,0,Below 2L
SCM9331,42949,97847,271.17,25,14,Below 2L
SCM9332,16465,52860,87.8,14,17,Above 5L
SCM9333,22494,83113,,12,5,Above 5L
SCM9334,16071,90836,358.57,21,6,Below 2L
SCM9335,42927,15886,321.58,12,9,Below 2L
SCM9336,43575,75235,207.22,45,10,2L-5L
SCM9337,31459,29558,469.04,8,7,Above 5L
SCM9338,33280,25013,387.55,23,0,No Limit
SCM9339,6739,8364,,2,15,2L-5L
SCM9340,30312,15095,232.78,22,,2L-5L
SCM9341,36701,92199,439.03,11,16,Below 2L
SCM9342,19070,13876,11.33,40,15,2L-5L
SCM9343,31456,91505,290.77,43,15,2L-5L
SCM9344,22055,53847,116.06,10,7,Below 2L
SCM9345,26240,7426,32,18,12,2L-5L
SCM9346,45670,53021,456.44,8,12,Above 5L
SCM9347,39425,8747,408.16,36,16,2L-5L
SCM9348,10567,49225,92.73,9,7,Below 2L
SCM9349,12132,88128,418.49,8,9,2L-5L
,15226,53567,73.3,32,19,No Limit
SCM9351,2982,34885,238.13,12,7,Below 2L
SCM9352,44803,22005,362.91,19,5,No Limit
SCM9353,35387,74656,266.95,43,7,No Limit
SCM9354,12905,52274,425.41,10,15,2L-5L
,4500,1698,308.48,40,11,Below 2L
SCM9356,41714,73274,,28,,No Limit
SCM9357,26653,76053,462.59,46,18,No Limit
SCM9358,16664,77428,18.24,12,1,Above 5L
SCM9359,20609,98094,244.25,43,8,No Limit
SCM9360,35887,79457,330.42,13,17,Above 5L
SCM9361,864,67541,418.05,8,19,No Limit
SCM9362,20619,43077,270.62,41,3,No Limit
SCM9363,10658,58530,,37,2,2L-5L
SCM9364,16275,41080,213.2,18,10,Above 5L
SCM9365,27047,67559,158.63,41,8,Above 5L
SCM9366,14314,25793,486.91,46,16,No Limit
SCM9367,21522,63376,333.62,7,0,No Limit
SCM9368,6899,88744,212.95,17,16,2L-5L
SCM9369,32121,95858,439.11,33,4,2L-5L
SCM9370,14609,47614,341.57,35,17,Below 2L
SCM9371,10074,5710,319,8,5,2L-5L
SCM9372,29456,85280,364.3,15,18,Below 2L
SCM9373,18940,830,369.17,4,15,2L-5L
SCM9374,38549,25708,246.54,14,9,No Limit
SCM9375,7097,85681,209.71,23,16,2L-5L
SCM9376,9474,67336,454.65,46,6,2L-5L
SCM9377,37000,47145,248.67,43,3,Above 5L
SCM9378,2553,26519,107.99,47,14,No Limit
SCM9379,638,16823,260.85,42,11,Below 2L
SCM9380,10715,6888,17.31,38,15,No Limit
SCM9381,30693,49028,361.69,24,18,No Limit
,2403,42352,,15,12,2L-5L
SCM9383,49500,99975,55.95,41,19,2L-5L
,18656,82997,473.18,21,1,Below 2L
SCM9385,34203,41319,386.3,49,18,2L-5L
SCM9386,35127,46958,,15,10,Below 2L
SCM9387,6715,13472,119.86,32,18,No Limit
SCM9388,31568,96039,421.76,4,17,Below 2L
SCM9389,8791,71788,484.3,6,16,Below 2L
SCM9390,33678,64524,254.23,17,19,Below 2L
SCM9391,23832,11904,290.08,5,7,Below 2L
SCM9392,24040,12264,121.6,48,7,Below 2L
SCM9393,36581,31620,294.67,11,,2L-5L
SCM9394,3804,1811,200.36,43,13,No Limit
SCM9395,34078,4139,422.8,32,2,No Limit
SCM9396,14311,34594,188.62,33,4,2L-5L
SCM9397,48966,26985,324.42,20,8,2L-5L
SCM9398,36613,59777,101.81,17,19,Above 5L
SCM9399,10278,27822,45.43,13,6,2L-5L
SCM9400,24275,27528,20.27,41,5,2L-5L
SCM9401,17975,28308,207.88,29,12,2L-5L
SCM9402,15916,41347,81.85,45,6,No Limit
,32541,2659,496.74,2,7,Above 5L
SCM9404,28946,41545,399.21,12,2,2L-5L
SCM9405,15720,43134,346.72,36,15,Above 5L
SCM9406,22944,43984,401.68,18,15,2L-5L
SCM9407,31689,28877,131.45,36,19,2L-5L
SCM9408,46086,73326,439.64,12,9,No Limit
SCM9409,6210,69768,497.82,14,5,Below 2L
SCM9410,29040,5634,145,25,18,2L-5L
SCM9411,34685,61735,492.33,5,5,Above 5L
SCM9412,6713,91154,160.27,26,17,Below 2L
SCM9413,37187,60014,5.96,11,19,No Limit
SCM9414,7331,38557,183.67,47,13,Below 2L
SCM9415,11314,41777,498.76,24,,2L-5L
SCM9416,2977,60078,,49,16,Above 5L
SCM9417,32307,26597,347.77,46,18,Below 2L
SCM9418,36955,75172,119.25,15,15,2L-5L
SCM9419,1247,12178,73.05,45,18,No Limit
SCM9420,48809,89870,442.77,15,15,Above 5L
SCM9421,49489,88570,206.75,2,5,2L-5L
SCM9422,7709,85825,2.15,33,4,2L-5L
SCM9423,9837,56017,147.19,23,6,Above 5L
SCM9424,36851,97458,97.95,41,8,Above 5L
SCM9425,45423,68596,301.93,45,19,2L-5L
SCM9426,41002,6020,378.09,22,16,Above 5L
SCM9427,5706,4404,248.8,29,2,No Limit
SCM9428,44786,92382,93.03,48,1,2L-5L
SCM9429,48681,25392,29.08,20,3,Above 5L
SCM9430,44961,7301,156.84,16,19,Above 5L
SCM9431,49974,88608,403,17,,Above 5L
SCM9432,1195,34208,209.81,2,2,No Limit
SCM9433,20311,27717,,46,9,Below 2L
SCM9434,20769,17415,10.46,11,13,Above 5L
SCM9435,17479,63013,248.08,15,8,Above 5L
SCM9436,22165,53913,342.44,37,10,No Limit
SCM9437,48944,39040,95.25,13,19,No Limit
SCM9438,37529,24229,,26,7,Above 5L
SCM9439,16281,54708,210.43,17,8,Below 2L
SCM9440,19267,8639,352,19,,Above 5L
SCM9441,10187,19476,430.32,34,5,No Limit
SCM9442,5782,79090,153.59,16,8,No Limit
SCM9443,38829,25139,452.4,19,12,Below 2L
SCM9444,21252,18591,,5,19,No Limit
SCM9445,38072,11160,18.68,25,5,Above 5L
SCM9446,7652,43519,395.64,6,14,Above 5L
SCM9447,16568,26696,247.36,37,8,Above 5L
SCM9448,24631,32565,472.74,11,10,Below 2L
SCM9449,7184,91955,161.88,16,19,No Limit
SCM9450,43948,99299,,20,16,Above 5L
SCM9451,45747,17653,478.08,5,1,Above 5L
SCM9452,19263,81774,135.65,46,18,Above 5L
SCM9453,6155,11466,236.03,36,15,No Limit
SCM9454,2769,14294,376.27,24,12,Above 5L
SCM9455,12128,13794,345.58,14,,Above 5L
SCM9456,1108,93093,419.37,10,10,Above 5L
SCM9457,15623,27102,259.95,8,12,Above 5L
SCM9458,45407,51801,159.53,3,6,Above 5L
SCM9459,2299,57325,267.59,2,12,No Limit
SCM9460,42419,35076,175.05,12,18,Below 2L
SCM9461,36307,41400,88.3,31,11,Below 2L
,38750,57853,277.53,5,7,2L-5L
,19397,72050,121.45,0,4,Below 2L
SCM9464,4795,57705,18.38,41,16,No Limit
SCM9465,1106,62098,32.38,4,7,Above 5L
,7214,79030,336.34,1,17,Above 5L
,44112,65994,203.55,21,10,2L-5L
,29895,67218,247.11,31,12,Below 2L
SCM9469,17627,14628,171.77,47,14,No Limit
SCM9470,40420,27609,126.89,40,3,No Limit
SCM9471,14127,52436,179.22,49,9,Below 2L
SCM9472,27896,80778,96.77,48,19,2L-5L
SCM9473,34092,5090,339.41,6,,Above 5L
,28554,86027,50.96,20,2,No Limit
SCM9475,37363,96307,258.5,16,18,2L-5L
SCM9476,12541,44329,238.47,19,11,Below 2L
SCM9477,302890,30788,151.03,0,13,2L-5L
SCM9478,281,44347,,31,6,2L-5L
,12912,64048,351.71,39,17,No Limit
,22816,4972,284.81,31,12,2L-5L
SCM9481,40318,44546,404.76,19,10,Above 5L
SCM9482,35813,75971,117.84,9,1,Above 5L
SCM9483,26733,32462,395.8,5,2,Above 5L
SCM9484,11039,92878,146.04,40,11,No Limit
SCM9485,10172,10057,56.38,32,11,2L-5L
SCM9486,44662,19704,67.54,9,14,No Limit
SCM9487,8946,88729,110.61,24,7,Above 5L
SCM9488,3786,61840,341.25,23,18,Below 2L
SCM9489,30098,83129,122.06,30,7,2L-5L
SCM9490,26875,77837,301.98,28,9,Below 2L
SCM9491,19315,55643,128.34,11,7,Above 5L
SCM9492,28084,94679,182.68,42,19,2L-5L
SCM9493,43295,15419,444.87,36,4,2L-5L
SCM9494,25397,13972,250.23,41,,2L-5L
SCM9495,31719,84439,300.17,49,0,Below 2L
SCM9496,42260,20467,94.72,8,3,2L-5L
SCM9497,29652,60451,65.84,28,10,Above 5L
SCM9498,43522,8907,206.65,2,0,No Limit
SCM9499,24985,98195,427.71,3,13,No Limit
SCM9500,17509,62567,120.54,20,11,2L-5L
SCM9501,4512,66187,310.88,5,10,Above 5L
SCM9502,46175,76870,436.06,1,5,Above 5L
SCM9503,20127,2966,467.21,36,9,Below 2L
SCM9504,8659,90250,496.9,19,18,2L-5L
SCM9505,4750,26601,381.5,44,19,Below 2L
SCM9506,10944,80979,37.6,32,0,No Limit
SCM9507,17733,4642,435.74,13,16,No Limit
SCM9508,35851,31717,442.83,19,6,Above 5L
SCM9509,37443,81009,278.69,42,19,Below 2L
SCM9510,30593,63108,,1,1,No Limit
SCM9511,23931,65716,238.38,46,6,No Limit
SCM9512,36977,53867,105.43,6,9,Above 5L
SCM9513,47231,33638,221.11,36,17,Below 2L
SCM9514,45297,70556,362.09,11,11,Below 2L
,49841,2346,333.81,48,10,Below 2L
SCM9516,1882,94691,390.02,15,15,No Limit
SCM9517,21052,88477,238.31,16,6,No Limit
SCM9518,30319,53274,255.44,30,13,2L-5L
SCM9519,42267,47005,467.85,6,2,No Limit
,4512,39133,,25,7,Below 2L
SCM9521,30156,76548,373.8,0,0,No Limit
SCM9522,29216,15236,332.29,1,2,Above 5L
SCM9523,47607,51818,320.28,30,16,2L-5L
SCM9524,47955,49039,456.78,19,13,2L-5L
SCM9525,30733,33548,178.31,36,9,2L-5L
SCM9526,14698,39834,213.9,32,,No Limit
SCM9527,10716,27103,189.94,12,0,2L-5L
SCM9528,37548,73554,382.62,0,11,2L-5L
SCM9529,33338,22363,434.22,32,14,Above 5L
SCM9530,12201,22370,178.82,2,14,Above 5L
SCM9531,37695,55774,71.26,36,9,Above 5L
SCM9532,37935,64191,247.1,18,0,Above 5L
SCM9533,10386,83482,492.17,43,5,No Limit
SCM9534,35862,10690,101.92,39,13,2L-5L
SCM9535,11170,71125,226.06,31,,Below 2L
SCM9536,28191,3585,135.77,4,16,Above 5L
SCM9537,40802,83766,461.35,46,0,2L-5L
SCM9538,46839,64296,275.5,42,17,2L-5L
SCM9539,46807,70673,289.41,46,18,2L-5L
SCM9540,21842,93922,4.23,36,2,Below 2L
SCM9541,33150,7734,326.42,5,16,No Limit
SCM9542,40477,90821,,35,16,No Limit
SCM9543,14528,42864,256.76,36,4,Below 2L
,44708,3000,265.58,12,13,Above 5L
SCM9545,2833,18420,296.15,11,15,No Limit
SCM9546,4167,53358,411.79,5,2,2L-5L
SCM9547,18841,52041,149.54,29,4,Above 5L
SCM9548,11227,4978,128.16,36,5,No Limit
SCM9549,12110,5527,397.92,27,3,No Limit
SCM9550,36106,63148,359.39,9,2,Below 2L
SCM9551,10064,92510,112.88,27,3,Below 2L
SCM9552,28753,48241,0.52,5,6,2L-5L
SCM9553,24473,35103,333,8,2,Above 5L
SCM9554,7310,77247,78.67,23,11,No Limit
SCM9555,887,40920,478.5,17,9,No Limit
SCM9556,48567,92413,302.24,3,4,Above 5L
SCM9557,24718,7126,424.84,44,13,Below 2L
SCM9558,15160,59771,402.83,22,1,Above 5L
SCM9559,45356,67627,,26,1,Above 5L
SCM9560,27618,38788,219.23,3,14,Above 5L
SCM9561,47870,70699,248.45,12,1,Below 2L
SCM9562,22268,24894,401.51,10,3,2L-5L
SCM9563,37511,47308,320.26,10,9,Below 2L
SCM9564,28581,28387,102.94,18,11,Below 2L
SCM9565,21212,14120,304.72,32,12,Above 5L
SCM9566,5740,13768,202.39,13,8,2L-5L
SCM9567,3510,21901,30.74,12,,Above 5L
SCM9568,34226,811,190.7,6,11,Above 5L
SCM9569,25880,54867,113.88,32,5,No Limit
SCM9570,44664,77124,,31,6,No Limit
SCM9571,11285,34917,52.59,44,17,Below 2L
SCM9572,15731,29420,180.38,36,17,No Limit
SCM9573,43301,44883,347.78,7,,Below 2L
SCM9574,17021,98281,448.71,45,18,2L-5L
SCM9575,28687,45757,167.72,33,13,Below 2L
SCM9576,37444,91078,303.26,18,3,2L-5L
SCM9577,21009,8441,186.89,Unknown,19,No Limit
SCM9578,20067,65212,101.52,33,11,Below 2L
SCM9579,7998,85082,162.93,35,15,No Limit
SCM9580,42004,37888,317.99,5,13,Below 2L
SCM9581,14316,19436,358.2,49,7,No Limit
SCM9582,26499,7746,185.37,0,9,Below 2L
SCM9583,28574,56783,76.35,44,,No Limit
SCM9584,12498,16234,,29,15,Above 5L
SCM9585,46862,43444,406.33,14,16,No Limit
SCM9586,41910,18108,326.67,8,9,Below 2L
SCM9587,19409,81841,364.04,28,3,2L-5L
SCM9588,29758,62349,244.18,1,15,2L-5L
SCM9589,42055,43404,228.71,29,1,Below 2L
SCM9590,39582,31677,105.65,45,,Below 2L
SCM9591,23681,16275,84.25,3,17,Below 2L
SCM9592,32110,63701,,18,5,Above 5L
SCM9593,14387,42972,495.9,19,19,Below 2L
SCM9594,22490,62114,410.46,4,7,Above 5L
,45821,60704,313.1,8,3,2L-5L
SCM9596,8641,14000,107.28,19,10,Above 5L
,18021,60218,168.9,48,1,Below 2L
SCM9598,44037,94288,175.46,15,1,Above 5L
SCM9599,40249,38954,238.89,48,18,2L-5L
SCM9600,30338,26772,211.06,19,6,No Limit
SCM9601,2466,7640,467.08,19,2,Above 5L
SCM9602,13594,11416,360.43,25,8,Above 5L
SCM9603,39896,90058,40.79,38,15,No Limit
SCM9604,43296,98257,180.04,32,6,No Limit
,11386,31922,66.57,11,13,No Limit
SCM9606,6141,63050,139.75,20,11,Above 5L
SCM9607,20085,46343,479.45,22,11,Below 2L
SCM9608,4274,14724,352.66,19,8,No Limit
SCM9609,33791,96370,4.03,22,6,Above 5L
SCM9610,49870,37892,164.5,48,4,Above 5L
SCM9611,22826,5801,219.41,46,,Above 5L
SCM9612,27938,86132,301.29,5,9,No Limit
SCM9613,3403,58320,249.91,44,18,Below 2L
SCM9614,46753,39821,34.98,11,18,Below 2L
SCM9615,27277,12192,257.82,34,8,No Limit
SCM9616,42107,96678,65.22,7,17,2L-5L
SCM9617,9990,29142,259.65,26,16,No Limit
SCM9618,22064,5632,123.11,15,12,Below 2L
SCM9619,26906,59802,72.18,46,11,Below 2L
SCM9620,7700,28428,144.03,31,9,Above 5L
SCM9621,26544,23397,49.9,28,5,Above 5L
SCM9622,27330,71192,142.06,6,12,Below 2L
SCM9623,40990,40361,433.48,15,15,Above 5L
SCM9624,16566,53043,153.65,28,3,No Limit
SCM9625,16576,95289,235.16,24,17,2L-5L
SCM9626,32121,6195,259.95,42,18,Below 2L
SCM9627,27832,82702,89.23,35,17,2L-5L
SCM9628,7475,49217,,47,11,Below 2L
SCM9629,7937,89257,426.51,3,19,Above 5L
SCM9630,23208,22382,40.36,26,9,2L-5L
,17951,7566,461.42,22,10,No Limit
SCM9632,26700,14281,435.57,22,7,2L-5L
SCM9633,15288,20055,427.93,29,14,Below 2L
SCM9634,44877,59130,,42,1,2L-5L
SCM9635,5589,87968,242.21,23,6,2L-5L
SCM9636,19182,52153,308.12,47,19,No Limit
SCM9637,9083,40082,50.06,15,5,2L-5L
SCM9638,33343,82884,278.47,6,16,Below 2L
SCM9639,8795,76730,420.04,22,16,Above 5L
SCM9640,330,48384,468.28,37,6,2L-5L
SCM9641,39889,33033,139.24,30,18,Below 2L
SCM9642,32203,37378,144.44,41,5,No Limit
,42646,59806,135.44,18,9,2L-5L
SCM9644,26450,84581,76.81,46,7,Above 5L
SCM9645,11382,53182,215.41,3,3,No Limit
SCM9646,20454,89672,392.26,5,16,No Limit
SCM9647,28902,68212,356.07,18,1,Below 2L
SCM9648,49635,43294,,26,,2L-5L
SCM9649,11455,5066,177.94,28,18,Above 5L
SCM9650,30338,78386,286.15,11,3,No Limit
SCM9651,43469,93680,383.29,37,15,Above 5L
SCM9652,17244,25872,449.1,12,16,Below 2L
SCM9653,5343,54385,435.89,27,7,2L-5L
SCM9654,20436,49999,232.81,4,7,No Limit
SCM9655,17780,30874,453.44,45,6,No Limit
SCM9656,10694,54779,222.08,45,6,Below 2L
SCM9657,18631,22550,451.43,16,3,Above 5L
SCM9658,26315,58591,388.51,26,5,Above 5L
SCM9659,37264,77476,110.9,25,17,Above 5L
SCM9660,17092,37258,464.84,3,10,No Limit
SCM9661,30623,58053,121.31,7,14,Above 5L
SCM9662,33749,24435,454.22,25,15,No Limit
SCM9663,10542,93383,307.59,32,11,Above 5L
SCM9664,29993,96379,333.72,11,10,Above 5L
SCM9665,23800,94869,54.76,12,6,No Limit
SCM9666,43488,17350,32.96,20,9,Below 2L
SCM9667,13142,12771,484.17,36,2,Below 2L
SCM9668,27677,53444,168.53,24,4,No Limit
,13594,79322,422.2,38,8,No Limit
SCM9670,21375,78670,,2,3,Below 2L
SCM9671,39348,47173,302.11,18,15,Below 2L
SCM9672,23989,85108,342.64,6,16,2L-5L
SCM9673,34862,86500,44.78,16,18,Below 2L
SCM9674,16273,93779,206.26,12,19,Above 5L
SCM9675,7868,2119,303.58,23,14,No Limit
SCM9676,12609,4763,433.79,44,6,2L-5L
SCM9677,1111,12688,357.37,7,1,2L-5L
SCM9678,23387,64151,126.48,7,,No Limit
SCM9679,32252,67980,492.46,44,12,2L-5L
SCM9680,17172,23022,321.55,1,12,No Limit
SCM9681,36936,18799,250.71,29,7,2L-5L
SCM9682,36315,19392,390.71,2,0,No Limit
SCM9683,24381,33860,301.39,44,16,Below 2L
SCM9684,31138,70125,355.02,25,6,2L-5L
SCM9685,16048,43967,308.6,16,7,Above 5L
SCM9686,23739,44043,89.5,37,17,Above 5L
SCM9687,10336,87543,271.72,2,9,Below 2L
SCM9688,24559,97729,141.62,32,19,Above 5L
SCM9689,25116,59794,285.19,29,0,2L-5L
SCM9690,25900,65924,62.84,14,,No Limit
SCM9691,30371,26030,116.06,7,8,Below 2L
SCM9692,353300,10930,404.38,29,4,2L-5L
SCM9693,37991,32635,202.69,22,7,No Limit
SCM9694,29721,89837,336.93,11,19,Below 2L
SCM9695,4278,1918,248.97,38,6,Below 2L
SCM9696,32548,55757,170.41,47,4,No Limit
SCM9697,13376,79245,247.64,7,13,Below 2L
SCM9698,14928,95199,406.87,8,5,Below 2L
SCM9699,6249,87441,140.87,7,14,No Limit
SCM9700,27428,65713,210.78,37,6,2L-5L
SCM9701,18236,38884,101.37,32,7,2L-5L
SCM9702,29118,10365,175.66,47,2,No Limit
SCM9703,31476,79822,442.57,32,8,2L-5L
SCM9704,44062,5581,392.88,44,6,Above 5L
SCM9705,6016,51383,,10,12,No Limit
SCM9706,4646,69624,66.28,Unknown,0,No Limit
SCM9707,15461,7512,210.04,42,0,No Limit
SCM9708,3459,54889,385.88,42,13,No Limit
SCM9709,12234,19971,22,24,6,2L-5L
SCM9710,44356,84800,372.7,14,10,No Limit
SCM9711,29725,29941,339.99,9,18,Below 2L
SCM9712,40472,38149,32.42,19,4,No Limit
SCM9713,45369,87502,317.86,15,17,Below 2L
SCM9714,36882,17176,149.4,34,11,Below 2L
SCM9715,999,28888,88.72,33,14,2L-5L
SCM9716,34057,92853,192.5,20,16,Below 2L
SCM9717,31192,66705,,45,3,No Limit
SCM9718,33520,6186,412.3,46,1,Below 2L
SCM9719,1082,5381,371.03,39,1,2L-5L
SCM9720,33443,59999,490.38,0,0,No Limit
SCM9721,8624,5401,267.08,24,16,No Limit
SCM9722,4407,50688,44.69,45,19,No Limit
,6853,86475,183.95,13,9,Below 2L
SCM9724,43273,24077,419.33,18,4,2L-5L
SCM9725,43233,23082,198.49,7,16,2L-5L
SCM9726,32000,14067,227.89,40,14,Above 5L
,44893,53738,206.04,14,18,Below 2L
,40608,41779,117.77,43,6,Above 5L
SCM9729,17539,31059,36.69,17,17,No Limit
SCM9730,38894,68556,90.36,0,8,Above 5L
SCM9731,20853,69739,182.04,46,9,No Limit
SCM9732,34192,9746,122.79,32,6,Above 5L
SCM9733,48248,89286,286.41,0,17,Above 5L
SCM9734,3695,49793,306.99,33,1,No Limit
SCM9735,20311,98860,,3,,No Limit
SCM9736,27338,49867,42.55,16,14,No Limit
SCM9737,18807,10561,333.46,1,18,No Limit
SCM9738,46186,90687,192.35,38,19,No Limit
SCM9739,1982,24835,439.09,9,7,Above 5L
SCM9740,27739,67026,262.85,41,14,No Limit
SCM9741,13866,73481,42.35,44,7,Below 2L
SCM9742,1253,27301,4.71,36,6,Below 2L
SCM9743,16760,46678,1756.45,25,17,Above 5L
SCM9744,38272,27012,200.32,26,,Above 5L
SCM9745,38160,25242,144.07,38,10,No Limit
SCM9746,25007,69579,223.64,24,4,Above 5L
SCM9747,43312,13469,36.29,28,7,Below 2L
SCM9748,11343,34253,196.05,45,19,2L-5L
SCM9749,46110,14771,157.42,17,1,2L-5L
SCM9750,43467,72060,400.11,21,3,2L-5L
SCM9751,19686,57685,87.51,25,14,2L-5L
SCM9752,16790,93923,378.18,25,12,No Limit
SCM9753,6763,90072,250.25,20,16,No Limit
SCM9754,48081,64123,41.04,20,17,Above 5L
SCM9755,6289,96307,484.84,41,19,Below 2L
SCM9756,20773,38939,367.13,7,8,Above 5L
SCM9757,3689,29058,130.12,1,4,2L-5L
SCM9758,49107,47565,290.92,45,3,No Limit
SCM9759,36509,83148,449.98,33,13,Below 2L
SCM9760,40204,88645,465.41,11,16,No Limit
SCM9761,15581,30079,365.61,48,14,Above 5L
SCM9762,21592,35203,363.86,17,15,Above 5L
SCM9763,47410,77327,138.75,16,2,Below 2L
SCM9764,2262,3471,494.88,14,12,Above 5L
SCM9765,14674,78731,121.82,2,8,Below 2L
SCM9766,23193,31862,44.79,20,1,Above 5L
SCM9767,29964,9157,488.69,18,15,Above 5L
SCM9768,5267,20813,76.51,31,,Above 5L
SCM9769,43843,72997,260.85,10,7,2L-5L
SCM9770,19625,26032,234.17,17,3,Above 5L
SCM9771,21087,40054,424.12,28,1,Below 2L
SCM9772,16638,4442,,2,14,Below 2L
SCM9773,3730,48528,251.14,49,4,Above 5L
SCM9774,8752,11342,21.96,3,,No Limit
SCM9775,25466,19744,104,27,16,Below 2L
SCM9776,46381,59087,416.51,8,2,Below 2L
SCM9777,39665,59275,239.23,37,13,No Limit
SCM9778,31136,20295,115.54,6,10,No Limit
SCM9779,39462,84373,184.52,0,13,Below 2L
SCM9780,1967,31822,142.62,34,8,No Limit
SCM9781,26364,92964,278.15,46,1,Above 5L
SCM9782,676,73283,,33,,Above 5L
SCM9783,7363,6280,112.56,8,16,2L-5L
SCM9784,47099,42496,177.55,25,2,No Limit
SCM9785,3864,95619,464.11,7,4,Below 2L
SCM9786,25037,22704,311.68,18,15,No Limit
SCM9787,33324,23517,252.18,25,3,No Limit
SCM9788,27925,82448,95.49,45,3,2L-5L
SCM9789,28900,41132,278.97,9,2,Below 2L
SCM9790,35978,43295,,42,,2L-5L
SCM9791,37775,95106,283.2,29,12,2L-5L
SCM9792,5068,72702,82.47,39,14,Above 5L
SCM9793,25025,79614,498.56,35,16,Below 2L
SCM9794,27368,27151,249.48,30,,2L-5L
SCM9795,14302,70980,159.85,7,,Above 5L
SCM9796,21031,42292,251.74,41,9,Below 2L
SCM9797,4183,86765,131.92,46,0,2L-5L
SCM9798,16592,20703,15.28,12,,Above 5L
