Scheme_ID,Scheme_Name,Launch_Year,Sector,State_Coverage,Status,Scheme_Reach,Enrollment_Deadline
SCM9038,Skill India,2022,Health,West Bengal,Active,State-level,30:21.1
SCM9039,PM Kisan Samman Nidhi,1993,Employment,Tamil Nadu,Active,Pan-India,30:21.0
SCM9040,National Health Mission,1998,Employment,Bihar,Merged,Local,30:21.1
SCM9041,Swachh Bharat Abhiyan,1997,Employment,Bihar,Revamped,Pan-India,30:21.1
SCM9042,Make in India,1991,Health,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM9043,Digital India,2018,Technology,Uttar Pradesh,Merged,State-level,30:21.0
SCM9044,Digital India,2012,Employment,Maharashtra,Revamped,Local,30:21.1
SCM9045,Mahatma Gandhi National Rural Employment Guarantee Act,1995,Women Empowerment,Karnataka,Revamped,Local,30:21.0
SCM9046,AMRUT,2010,Technology,Uttar Pradesh,Merged,Pan-India,30:21.0
SCM9047,Saubhagya Yojana,2011,Health,West Bengal,Merged,State-level,30:21.1
SCM9048,Beti Bachao Beti Padhao,1998,Women Empowerment,Gujarat,Revamped,Pan-India,30:21.1
SCM9049,Skill India,2023,Manufacturing,Bihar,Active,Pan-India,30:21.1
SCM9050,Skill India,2015,Women Empowerment,Tamil Nadu,Merged,Pan-India,30:21.0
SCM9051,Swachh Bharat Abhiyan,1990,Employment,Tamil Nadu,Merged,State-level,Open
SCM9052,Startup India,1994,Health,Tamil Nadu,Inactive,State-level,30:21.0
SCM9053,Smart Cities Mission,2011,Health,Maharashtra,Active,State-level,30:21.1
SCM9054,Make in India,1993,Technology,Karnataka,Revamped,State-level,30:21.1
SCM9055,National Health Mission,1991,Health,Tamil Nadu,Inactive,State-level,30:21.0
SCM9056,Digital India,2005,Housing,Maharashtra,Inactive,State-level,30:21.1
SCM9057,Stand Up India,2005,Technology,West Bengal,Inactive,Local,30:21.1
SCM9058,Stand Up India,2011,Technology,Telangana,Active,Local,30:21.1
SCM9059,PM Kisan Samman Nidhi,1990,Housing,Bihar,Merged,Local,30:21.0
SCM9060,Saubhagya Yojana,2004,Employment,Maharashtra,Revamped,Local,30:21.1
SCM9061,Smart Cities Mission,2013,Education,Rajasthan,Active,Pan-India,30:21.1
SCM9062,Saubhagya Yojana,1993,Manufacturing,Uttar Pradesh,Inactive,Local,30:21.1
SCM9063,Swachh Bharat Abhiyan,2007,Education,Telangana,Active,Pan-India,30:21.1
SCM9064,Jan Dhan Yojana,2006,Employment,Bihar,Revamped,State-level,Open
SCM9065,Startup India,1996,Entrepreneurship,Tamil Nadu,Active,State-level,30:21.0
SCM9066,National Health Mission,1999,Entrepreneurship,Karnataka,Inactive,Pan-India,30:21.1
,PM Kisan Samman Nidhi,1990,Women Empowerment,Rajasthan,Inactive,Pan-India,30:21.1
SCM9068,Sarva Shiksha Abhiyan,1991,Manufacturing,Gujarat,Merged,State-level,30:21.1
SCM9069,Smart Cities Mission,2011,Technology,Telangana,Active,Pan-India,30:21.1
SCM9070,AMRUT,2021,Manufacturing,Madhya Pradesh,Revamped,State-level,30:21.1
SCM9071,Pradhan Mantri Awas Yojana,2018,Manufacturing,Bihar,Merged,State-level,30:21.0
SCM9072,Digital India,2024,Housing,Rajasthan,Merged,Pan-India,30:21.1
SCM9073,Jan Dhan Yojana,2006,Housing,Gujarat,Revamped,State-level,30:21.1
SCM9074,Swachh Bharat Abhiyan,2001,,Madhya Pradesh,Revamped,State-level,30:21.1
SCM9075,Ayushman Bharat,2013,Manufacturing,Bihar,Active,Local,30:21.0
SCM9076,PM Kisan Samman Nidhi,2019,Women Empowerment,Madhya Pradesh,Inactive,Local,30:21.0
SCM9077,Stand Up India,2019,Health,Gujarat,Merged,State-level,30:21.1
,Mahatma Gandhi National Rural Employment Guarantee Act,2009,Education,Madhya Pradesh,Merged,Pan-India,30:21.1
SCM9079,PM Kisan Samman Nidhi,1996,Entrepreneurship,Bihar,Active,State-level,30:21.0
SCM9080,AMRUT,1996,Manufacturing,Gujarat,Inactive,Local,30:21.0
SCM9081,Digital India,2019,Health,Gujarat,Active,Local,30:21.1
SCM9082,Startup India,2001,Manufacturing,Uttar Pradesh,Inactive,Local,30:21.0
SCM9083,Sarva Shiksha Abhiyan,2020,Technology,Bihar,Revamped,Pan-India,30:21.0
,Make in India,2007,,Madhya Pradesh,Active,Local,30:21.1
SCM9085,Skill India,1991,,West Bengal,Revamped,Local,30:21.1
SCM9086,Digital India,2022,Technology,Telangana,Active,State-level,30:21.1
SCM9087,Stand Up India,2000,Education,Karnataka,Revamped,State-level,30:21.1
SCM9088,Pradhan Mantri Awas Yojana,2023,Employment,Bihar,Inactive,Local,30:21.1
SCM9089,Startup India,2005,Technology,Telangana,Inactive,Pan-India,Open
SCM9090,Pradhan Mantri Awas Yojana,2024,Housing,Rajasthan,Inactive,State-level,30:21.1
SCM9091,Smart Cities Mission,2022,Entrepreneurship,Bihar,Merged,Pan-India,30:21.1
SCM9092,Sarva Shiksha Abhiyan,2010,Manufacturing,Rajasthan,Inactive,Local,30:21.0
SCM9093,PM Kisan Samman Nidhi,2009,Entrepreneurship,Madhya Pradesh,Active,State-level,Open
SCM9094,Smart Cities Mission,1997,Education,Telangana,Inactive,State-level,30:21.1
SCM9095,Jan Dhan Yojana,2015,Manufacturing,West Bengal,Merged,Pan-India,30:21.1
SCM9096,National Health Mission,2022,Employment,Telangana,Revamped,Pan-India,30:21.0
SCM9097,Startup India,2015,Health,Telangana,Merged,Local,30:21.0
SCM9098,Stand Up India,2019,Health,Gujarat,Merged,Pan-India,30:21.1
SCM9099,AMRUT,2020,Manufacturing,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM9100,Saubhagya Yojana,2022,Employment,Rajasthan,Active,Pan-India,30:21.1
SCM9101,Swachh Bharat Abhiyan,2000,Manufacturing,Maharashtra,Active,State-level,30:21.0
SCM9102,Smart Cities Mission,1994,Manufacturing,Telangana,Inactive,State-level,30:21.0
SCM9103,Smart Cities Mission,1991,Women Empowerment,Tamil Nadu,Merged,Pan-India,Open
SCM9104,Skill India,2002,,Madhya Pradesh,Active,Pan-India,30:21.0
SCM9105,Pradhan Mantri Awas Yojana,2007,Manufacturing,Bihar,Inactive,Pan-India,30:21.1
SCM9106,Skill India,2015,Health,Gujarat,Merged,Pan-India,30:21.0
SCM9107,Saubhagya Yojana,2014,Women Empowerment,Tamil Nadu,Merged,Local,30:21.0
SCM9108,Make in India,2003,Education,Uttar Pradesh,Active,State-level,Open
SCM9109,Stand Up India,1994,Manufacturing,Bihar,Inactive,Pan-India,30:21.0
SCM9110,Sarva Shiksha Abhiyan,1991,Health,Maharashtra,Revamped,Local,30:21.0
SCM9111,PM Kisan Samman Nidhi,1993,Housing,West Bengal,Merged,Pan-India,30:21.0
SCM9112,Stand Up India,2001,Employment,Madhya Pradesh,Inactive,Local,30:21.0
SCM9113,Make in India,2000,Housing,Tamil Nadu,Revamped,State-level,30:21.0
SCM9114,Startup India,1993,Manufacturing,Maharashtra,Revamped,State-level,30:21.0
SCM9115,Mahatma Gandhi National Rural Employment Guarantee Act,1998,Health,Tamil Nadu,Active,Pan-India,30:21.1
,Digital India,1999,Employment,West Bengal,Revamped,Local,30:21.1
SCM9117,Jan Dhan Yojana,2016,Entrepreneurship,West Bengal,Merged,Local,30:21.0
SCM9118,AMRUT,1995,Employment,Maharashtra,Merged,Local,30:21.1
SCM9119,Jan Dhan Yojana,2004,Employment,Uttar Pradesh,Inactive,State-level,30:21.1
SCM9120,Sarva Shiksha Abhiyan,2020,Women Empowerment,Gujarat,Merged,State-level,30:21.1
SCM9121,National Health Mission,2011,,Telangana,Active,Local,30:21.1
SCM9122,Saubhagya Yojana,1995,,West Bengal,Active,Local,30:21.1
SCM9123,Pradhan Mantri Awas Yojana,2022,Housing,Bihar,Merged,State-level,30:21.0
SCM9124,Pradhan Mantri Awas Yojana,2018,Housing,Rajasthan,Inactive,Local,30:21.0
SCM9125,Stand Up India,2010,Women Empowerment,West Bengal,Active,Pan-India,30:21.0
SCM9126,Pradhan Mantri Awas Yojana,2019,Entrepreneurship,Bihar,Inactive,Pan-India,30:21.0
SCM9127,Skill India,2010,Manufacturing,Maharashtra,Merged,State-level,30:21.1
SCM9128,Saubhagya Yojana,2011,Employment,Karnataka,Revamped,Local,30:21.0
SCM9129,Pradhan Mantri Awas Yojana,2009,Technology,Uttar Pradesh,Active,State-level,Open
SCM9130,Make in India,2011,Education,Rajasthan,Revamped,State-level,30:21.1
SCM9131,Swachh Bharat Abhiyan,2000,Housing,Bihar,Active,Local,30:21.1
SCM9132,National Health Mission,2020,Housing,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM9133,AMRUT,2002,Health,Gujarat,Inactive,State-level,30:21.1
SCM9134,Beti Bachao Beti Padhao,2007,Employment,Uttar Pradesh,Inactive,Local,30:21.1
SCM9135,National Health Mission,2011,Manufacturing,Karnataka,Inactive,Pan-India,30:21.0
,Stand Up India,2006,Housing,Maharashtra,Merged,Pan-India,30:21.0
SCM9137,Pradhan Mantri Awas Yojana,2014,Women Empowerment,Gujarat,Inactive,Local,30:21.1
SCM9138,Ujjwala Yojana,2021,Technology,Uttar Pradesh,Active,State-level,30:21.1
SCM9139,Make in India,2004,Women Empowerment,Karnataka,Revamped,Local,30:21.0
SCM9140,Skill India,2002,Women Empowerment,Gujarat,Merged,State-level,30:21.1
SCM9141,Pradhan Mantri Awas Yojana,2015,Women Empowerment,Gujarat,Revamped,Local,30:21.1
SCM9142,Pradhan Mantri Awas Yojana,2000,Manufacturing,Tamil Nadu,Active,Local,30:21.1
SCM9143,Jan Dhan Yojana,2002,Employment,Maharashtra,Active,Pan-India,30:21.0
,Jan Dhan Yojana,2022,Women Empowerment,Rajasthan,Revamped,Local,30:21.1
SCM9145,Ayushman Bharat,1990,Employment,Uttar Pradesh,Revamped,State-level,30:21.1
SCM9146,National Health Mission,2016,Housing,Gujarat,Active,State-level,30:21.1
SCM9147,Smart Cities Mission,2021,Entrepreneurship,Rajasthan,Active,Pan-India,30:21.1
SCM9148,Sarva Shiksha Abhiyan,2004,Manufacturing,Uttar Pradesh,Active,Local,30:21.0
SCM9149,Mahatma Gandhi National Rural Employment Guarantee Act,2020,Women Empowerment,Gujarat,Active,State-level,30:21.0
SCM9150,Swachh Bharat Abhiyan,1995,Women Empowerment,Maharashtra,Active,Local,30:21.1
SCM9151,National Health Mission,2014,Manufacturing,Gujarat,Revamped,State-level,30:21.0
,PM Kisan Samman Nidhi,2007,Health,Madhya Pradesh,Revamped,Pan-India,30:21.0
SCM9153,Startup India,2011,Technology,Madhya Pradesh,Merged,Local,30:21.0
SCM9154,National Health Mission,2020,Employment,Rajasthan,Inactive,Local,30:21.1
SCM9155,National Health Mission,1998,Employment,Tamil Nadu,Inactive,Pan-India,30:21.1
,Ujjwala Yojana,1992,Housing,Tamil Nadu,Revamped,Local,30:21.1
SCM9157,Sarva Shiksha Abhiyan,2022,,West Bengal,Revamped,Pan-India,30:21.1
SCM9158,Ayushman Bharat,2016,Housing,Madhya Pradesh,Inactive,State-level,30:21.1
SCM9159,Smart Cities Mission,1990,Health,Tamil Nadu,Inactive,State-level,30:21.0
SCM9160,Sarva Shiksha Abhiyan,1998,Technology,Bihar,Inactive,Local,30:21.1
SCM9161,Startup India,1994,Women Empowerment,Karnataka,Merged,State-level,30:21.0
SCM9162,National Health Mission,2004,Entrepreneurship,Bihar,Active,State-level,30:21.1
SCM9163,Sarva Shiksha Abhiyan,1998,Housing,Uttar Pradesh,Inactive,State-level,Open
SCM9164,Make in India,2017,Housing,Gujarat,Active,Local,30:21.0
SCM9165,PM Kisan Samman Nidhi,2002,Education,West Bengal,Merged,State-level,30:21.0
SCM9166,Jan Dhan Yojana,2013,Technology,West Bengal,Active,Local,30:21.0
,Stand Up India,1999,Housing,Gujarat,Inactive,State-level,30:21.1
SCM9168,Pradhan Mantri Awas Yojana,2011,Health,Telangana,Revamped,State-level,30:21.1
SCM9169,AMRUT,2011,Manufacturing,Rajasthan,Merged,State-level,30:21.0
SCM9170,Smart Cities Mission,2009,Entrepreneurship,Tamil Nadu,Inactive,State-level,Open
SCM9171,Skill India,1999,Manufacturing,Tamil Nadu,Inactive,Pan-India,30:21.0
SCM9172,AMRUT,1999,Women Empowerment,Bihar,Inactive,Local,30:21.0
SCM9173,Mahatma Gandhi National Rural Employment Guarantee Act,2015,Education,Tamil Nadu,Inactive,State-level,30:21.0
SCM9174,Pradhan Mantri Awas Yojana,2014,Employment,Madhya Pradesh,Merged,Local,30:21.1
SCM9175,Swachh Bharat Abhiyan,2017,Employment,Telangana,Inactive,Local,30:21.1
SCM9176,Ujjwala Yojana,2002,Housing,Maharashtra,Active,State-level,30:21.1
SCM9177,National Health Mission,2004,Education,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM9178,Stand Up India,1995,Manufacturing,Uttar Pradesh,Merged,State-level,30:21.0
SCM9179,Jan Dhan Yojana,2001,Health,Telangana,Revamped,State-level,30:21.0
SCM9180,Ujjwala Yojana,2008,Entrepreneurship,West Bengal,Revamped,State-level,30:21.1
SCM9181,PM Kisan Samman Nidhi,2021,Technology,Uttar Pradesh,Active,State-level,30:21.1
SCM9182,Swachh Bharat Abhiyan,2000,Manufacturing,Rajasthan,Active,Local,30:21.0
SCM9183,Saubhagya Yojana,2022,Education,Telangana,Inactive,Pan-India,30:21.1
SCM9184,Ayushman Bharat,1991,Women Empowerment,Rajasthan,Inactive,Local,30:21.1
SCM9185,PM Kisan Samman Nidhi,2004,,Bihar,Active,Pan-India,30:21.0
SCM9186,Jan Dhan Yojana,1994,Technology,Tamil Nadu,Revamped,State-level,30:21.1
SCM9187,AMRUT,2004,Manufacturing,West Bengal,Merged,State-level,Open
SCM9188,Digital India,1999,Women Empowerment,Karnataka,Inactive,Pan-India,30:21.1
SCM9189,Startup India,2006,Entrepreneurship,Rajasthan,Merged,Local,30:21.1
SCM9190,Smart Cities Mission,2023,Manufacturing,West Bengal,Revamped,Pan-India,30:21.1
,AMRUT,2013,Manufacturing,Bihar,Active,State-level,30:21.1
SCM9192,Startup India,1999,,Rajasthan,Revamped,State-level,Open
,National Health Mission,2019,Health,Tamil Nadu,Merged,Local,30:21.1
SCM9194,Saubhagya Yojana,1992,Technology,Rajasthan,Revamped,Local,30:21.0
SCM9195,Smart Cities Mission,1992,Education,Maharashtra,Revamped,Local,30:21.1
SCM9196,Ayushman Bharat,1994,,Uttar Pradesh,Inactive,Local,Open
SCM9197,Swachh Bharat Abhiyan,2017,Housing,Karnataka,Active,Pan-India,30:21.0
SCM9198,Skill India,2003,Housing,West Bengal,Merged,Pan-India,30:21.1
SCM9199,Smart Cities Mission,2000,Housing,West Bengal,Merged,Pan-India,30:21.0
SCM9200,AMRUT,1997,Housing,Rajasthan,Inactive,State-level,30:21.0
SCM9201,Make in India,1997,Women Empowerment,Bihar,Revamped,Pan-India,30:21.0
SCM9202,PM Kisan Samman Nidhi,2001,Technology,Telangana,Merged,Pan-India,30:21.1
SCM9203,National Health Mission,2004,Employment,Bihar,Inactive,Local,30:21.0
SCM9204,Ayushman Bharat,2008,Health,Gujarat,Merged,State-level,30:21.1
SCM9205,Startup India,2017,Employment,Rajasthan,Inactive,Local,30:21.0
SCM9206,AMRUT,1996,Manufacturing,Madhya Pradesh,Inactive,State-level,30:21.1
,AMRUT,1996,Manufacturing,Tamil Nadu,Active,State-level,30:21.1
SCM9208,Startup India,2019,Entrepreneurship,Rajasthan,Active,Local,30:21.0
SCM9209,National Health Mission,2007,Housing,Gujarat,Revamped,Pan-India,30:21.1
SCM9210,Saubhagya Yojana,2013,Women Empowerment,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM9211,Pradhan Mantri Awas Yojana,1995,Women Empowerment,Maharashtra,Merged,State-level,30:21.0
SCM9212,Ujjwala Yojana,1993,Entrepreneurship,West Bengal,Revamped,State-level,30:21.1
SCM9213,Startup India,1992,,Karnataka,Inactive,Pan-India,30:21.0
SCM9214,Smart Cities Mission,1995,Housing,Bihar,Revamped,Pan-India,30:21.0
SCM9215,Make in India,2015,Technology,Bihar,Merged,State-level,30:21.0
SCM9216,Mahatma Gandhi National Rural Employment Guarantee Act,2000,Education,Karnataka,Merged,Pan-India,30:21.1
SCM9217,National Health Mission,2018,Health,Telangana,Active,Local,30:21.1
,Beti Bachao Beti Padhao,2009,Manufacturing,Uttar Pradesh,Revamped,State-level,30:21.0
SCM9219,Skill India,1999,Education,West Bengal,Active,State-level,30:21.1
SCM9220,Swachh Bharat Abhiyan,2015,Entrepreneurship,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM9221,Saubhagya Yojana,2016,Education,Rajasthan,Inactive,Local,30:21.0
SCM9222,Smart Cities Mission,2003,Entrepreneurship,Madhya Pradesh,Merged,Local,30:21.1
SCM9223,AMRUT,2001,Manufacturing,Tamil Nadu,Inactive,Local,30:21.0
SCM9224,AMRUT,2012,Employment,Karnataka,Revamped,State-level,30:21.1
SCM9225,Mahatma Gandhi National Rural Employment Guarantee Act,2010,Women Empowerment,Bihar,Merged,State-level,30:21.1
SCM9226,Jan Dhan Yojana,1997,Technology,Madhya Pradesh,Merged,State-level,30:21.0
SCM9227,Ujjwala Yojana,1998,Technology,Rajasthan,Revamped,State-level,30:21.1
SCM9228,Beti Bachao Beti Padhao,2013,Women Empowerment,Madhya Pradesh,Revamped,State-level,Open
SCM9229,Smart Cities Mission,2020,Health,Madhya Pradesh,Active,Local,30:21.0
SCM9230,Jan Dhan Yojana,2014,Technology,Telangana,Inactive,Pan-India,30:21.1
SCM9231,Saubhagya Yojana,2006,Education,Madhya Pradesh,Merged,Local,30:21.1
SCM9232,National Health Mission,2018,Technology,Maharashtra,Inactive,Pan-India,30:21.0
SCM9233,Digital India,1992,Education,Tamil Nadu,Active,Local,30:21.1
SCM9234,Ayushman Bharat,2010,Manufacturing,Telangana,Active,Pan-India,Open
SCM9235,Saubhagya Yojana,1997,Technology,Rajasthan,Merged,Local,30:21.1
SCM9236,Digital India,2003,Manufacturing,Gujarat,Inactive,Pan-India,30:21.1
SCM9237,Swachh Bharat Abhiyan,2005,Technology,Karnataka,Inactive,Local,30:21.1
SCM9238,Saubhagya Yojana,2007,Women Empowerment,Karnataka,Merged,State-level,30:21.1
SCM9239,Beti Bachao Beti Padhao,2020,Entrepreneurship,Tamil Nadu,Merged,State-level,30:21.0
SCM9240,Sarva Shiksha Abhiyan,2000,Housing,Telangana,Active,Local,30:21.0
SCM9241,Mahatma Gandhi National Rural Employment Guarantee Act,2009,,Gujarat,Merged,State-level,30:21.1
SCM9242,Sarva Shiksha Abhiyan,1993,Housing,Maharashtra,Active,Pan-India,Open
SCM9243,Sarva Shiksha Abhiyan,2009,Entrepreneurship,Telangana,Inactive,State-level,30:21.1
SCM9244,Smart Cities Mission,2020,Housing,Tamil Nadu,Inactive,State-level,30:21.0
SCM9245,Pradhan Mantri Awas Yojana,2009,Women Empowerment,Bihar,Active,Local,30:21.0
SCM9246,PM Kisan Samman Nidhi,2000,Manufacturing,Rajasthan,Inactive,State-level,30:21.0
SCM9247,AMRUT,1990,Employment,Gujarat,Merged,Local,30:21.0
SCM9248,Smart Cities Mission,2007,Employment,West Bengal,Active,State-level,30:21.1
SCM9249,Pradhan Mantri Awas Yojana,2022,Technology,Uttar Pradesh,Inactive,Pan-India,30:21.1
SCM9250,Digital India,2007,Employment,Uttar Pradesh,Revamped,Pan-India,30:21.0
SCM9251,AMRUT,2020,Housing,Gujarat,Revamped,Pan-India,30:21.0
SCM9252,PM Kisan Samman Nidhi,2024,Employment,Bihar,Inactive,Pan-India,30:21.1
SCM9253,Stand Up India,2004,Education,Bihar,Merged,Pan-India,30:21.0
SCM9254,PM Kisan Samman Nidhi,1995,Housing,Maharashtra,Active,State-level,30:21.0
SCM9255,Smart Cities Mission,1997,Education,Rajasthan,Revamped,Pan-India,30:21.1
SCM9256,AMRUT,2011,Manufacturing,Rajasthan,Merged,Local,30:21.1
SCM9257,National Health Mission,1990,Education,Telangana,Active,State-level,30:21.0
SCM9258,Skill India,2002,Manufacturing,Uttar Pradesh,Revamped,State-level,30:21.1
SCM9259,Smart Cities Mission,2013,Entrepreneurship,Telangana,Revamped,State-level,30:21.0
SCM9260,National Health Mission,2010,Entrepreneurship,Tamil Nadu,Revamped,State-level,30:21.0
SCM9261,Swachh Bharat Abhiyan,1993,Technology,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM9262,Sarva Shiksha Abhiyan,1996,Education,Gujarat,Inactive,State-level,Open
SCM9263,National Health Mission,2001,Health,Rajasthan,Merged,Local,30:21.1
SCM9264,Ujjwala Yojana,2002,Manufacturing,Telangana,Active,Pan-India,30:21.1
SCM9265,Make in India,2005,Women Empowerment,Gujarat,Inactive,State-level,30:21.0
SCM9266,Smart Cities Mission,1995,Housing,Bihar,Active,Pan-India,30:21.0
,Startup India,2003,Health,Telangana,Revamped,Pan-India,30:21.0
SCM9268,Startup India,2020,Manufacturing,Telangana,Inactive,Local,30:21.0
SCM9269,Ayushman Bharat,2024,Housing,Bihar,Revamped,Local,30:21.1
SCM9270,National Health Mission,1999,Manufacturing,Gujarat,Active,Local,30:21.0
SCM9271,Digital India,2006,Manufacturing,Gujarat,Inactive,State-level,30:21.0
SCM9272,Startup India,2019,Women Empowerment,Bihar,Inactive,Local,30:21.1
SCM9273,Saubhagya Yojana,1996,Housing,Telangana,Revamped,Local,30:21.1
SCM9274,Ujjwala Yojana,2007,Manufacturing,Bihar,Merged,Local,30:21.1
SCM9275,Pradhan Mantri Awas Yojana,2008,Women Empowerment,Karnataka,Inactive,Pan-India,Open
SCM9276,Sarva Shiksha Abhiyan,2004,Manufacturing,Rajasthan,Active,Pan-India,30:21.1
SCM9277,Smart Cities Mission,2011,Manufacturing,Karnataka,Inactive,Local,Open
SCM9278,Ayushman Bharat,2019,Technology,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM9279,National Health Mission,2009,,Bihar,Active,State-level,30:21.1
SCM9280,Ujjwala Yojana,2021,Employment,Telangana,Inactive,State-level,30:21.1
SCM9281,Jan Dhan Yojana,2014,Manufacturing,Madhya Pradesh,Revamped,Local,30:21.0
SCM9282,Beti Bachao Beti Padhao,2012,Technology,Gujarat,Revamped,Local,Open
SCM9283,Stand Up India,1994,,Gujarat,Merged,Pan-India,30:21.0
SCM9284,Make in India,2019,Housing,Madhya Pradesh,Revamped,Pan-India,30:21.0
SCM9285,Startup India,2016,Education,Uttar Pradesh,Revamped,Local,30:21.0
SCM9286,Startup India,1996,Manufacturing,West Bengal,Merged,Pan-India,30:21.1
SCM9287,Stand Up India,1994,Technology,Rajasthan,Merged,State-level,30:21.1
SCM9288,National Health Mission,2004,Entrepreneurship,Karnataka,Merged,Pan-India,Open
SCM9289,Ujjwala Yojana,1997,Technology,Madhya Pradesh,Merged,Pan-India,30:21.1
SCM9290,Ayushman Bharat,1998,Entrepreneurship,Karnataka,Revamped,Local,30:21.0
SCM9291,Jan Dhan Yojana,2000,Education,Tamil Nadu,Active,Pan-India,30:21.0
SCM9292,Stand Up India,2011,Manufacturing,Telangana,Revamped,Pan-India,30:21.0
SCM9293,Jan Dhan Yojana,2023,Health,Telangana,Revamped,State-level,30:21.1
SCM9294,Sarva Shiksha Abhiyan,2024,Education,Gujarat,Inactive,Pan-India,30:21.1
SCM9295,Pradhan Mantri Awas Yojana,2002,Employment,Gujarat,Active,Pan-India,30:21.1
SCM9296,Ayushman Bharat,2000,Housing,Uttar Pradesh,Revamped,Pan-India,30:21.1
SCM9297,Ujjwala Yojana,2021,,Uttar Pradesh,Inactive,Local,30:21.1
SCM9298,Pradhan Mantri Awas Yojana,2004,Housing,Karnataka,Active,State-level,30:21.0
SCM9299,Ayushman Bharat,1990,Housing,Karnataka,Active,Local,30:21.1
SCM9300,Ayushman Bharat,2013,,Tamil Nadu,Revamped,Pan-India,30:21.1
SCM9301,Make in India,2011,Women Empowerment,Tamil Nadu,Active,Pan-India,30:21.1
SCM9302,Pradhan Mantri Awas Yojana,1992,Housing,Tamil Nadu,Inactive,Local,30:21.1
SCM9303,Startup India,2003,Entrepreneurship,Telangana,Active,Local,30:21.0
SCM9304,Startup India,1991,Technology,Telangana,Revamped,State-level,30:21.1
SCM9305,National Health Mission,2021,Women Empowerment,Karnataka,Merged,State-level,30:21.1
,PM Kisan Samman Nidhi,2022,Employment,Maharashtra,Revamped,Local,30:21.1
SCM9307,Sarva Shiksha Abhiyan,1995,Manufacturing,Bihar,Merged,State-level,30:21.1
SCM9308,Pradhan Mantri Awas Yojana,2014,Manufacturing,Uttar Pradesh,Inactive,State-level,30:21.0
SCM9309,AMRUT,2023,Health,Karnataka,Active,State-level,Open
SCM9310,Ayushman Bharat,2000,Manufacturing,Uttar Pradesh,Inactive,Local,30:21.0
SCM9311,Swachh Bharat Abhiyan,1996,,Gujarat,Active,State-level,30:21.1
SCM9312,Startup India,2011,Employment,Gujarat,Active,Pan-India,30:21.0
SCM9313,Make in India,1999,Manufacturing,Maharashtra,Active,State-level,30:21.1
SCM9314,Smart Cities Mission,2010,Entrepreneurship,Tamil Nadu,Merged,Local,30:21.1
SCM9315,Swachh Bharat Abhiyan,1995,Education,Telangana,Active,State-level,30:21.0
SCM9316,Ayushman Bharat,1990,Manufacturing,West Bengal,Merged,State-level,Open
SCM9317,Skill India,2023,Housing,Gujarat,Revamped,State-level,30:21.0
SCM9318,Smart Cities Mission,2003,Housing,West Bengal,Merged,Local,30:21.1
SCM9319,Swachh Bharat Abhiyan,2016,Education,Karnataka,Revamped,State-level,30:21.1
SCM9320,Stand Up India,1998,Housing,Karnataka,Merged,State-level,30:21.1
SCM9321,Ayushman Bharat,1995,Housing,Karnataka,Inactive,State-level,30:21.1
SCM9322,Pradhan Mantri Awas Yojana,2020,Entrepreneurship,Gujarat,Active,Local,30:21.1
SCM9323,PM Kisan Samman Nidhi,2006,Entrepreneurship,Tamil Nadu,Inactive,State-level,30:21.0
SCM9324,National Health Mission,2010,Entrepreneurship,Tamil Nadu,Inactive,Local,30:21.0
SCM9325,PM Kisan Samman Nidhi,2016,Women Empowerment,Karnataka,Merged,State-level,30:21.1
SCM9326,National Health Mission,2017,Manufacturing,Tamil Nadu,Merged,Local,30:21.0
SCM9327,PM Kisan Samman Nidhi,2005,Education,Madhya Pradesh,Revamped,Local,30:21.0
SCM9328,Ujjwala Yojana,2024,Housing,Karnataka,Inactive,Local,30:21.0
SCM9329,AMRUT,2024,Health,Telangana,Inactive,State-level,30:21.1
SCM9330,Pradhan Mantri Awas Yojana,2008,Education,Karnataka,Merged,Pan-India,30:21.0
SCM9331,Saubhagya Yojana,2010,Health,Gujarat,Inactive,Pan-India,30:21.0
SCM9332,Skill India,2022,Housing,Maharashtra,Active,Pan-India,30:21.0
SCM9333,National Health Mission,2012,Employment,Telangana,Active,Pan-India,30:21.1
SCM9334,Ujjwala Yojana,1995,Education,Gujarat,Merged,State-level,30:21.0
SCM9335,Skill India,2021,Women Empowerment,Bihar,Inactive,State-level,30:21.1
SCM9336,Digital India,2011,,Karnataka,Inactive,Local,30:21.1
SCM9337,Pradhan Mantri Awas Yojana,1992,Health,Uttar Pradesh,Active,State-level,30:21.0
SCM9338,Pradhan Mantri Awas Yojana,2024,Education,Karnataka,Merged,Pan-India,30:21.0
SCM9339,Make in India,2005,Education,Karnataka,Active,State-level,30:21.0
SCM9340,Skill India,2014,Entrepreneurship,Uttar Pradesh,Inactive,Local,Open
SCM9341,AMRUT,2006,Employment,Tamil Nadu,Merged,Pan-India,30:21.0
SCM9342,AMRUT,2002,Entrepreneurship,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM9343,PM Kisan Samman Nidhi,2017,Employment,Rajasthan,Merged,Local,30:21.0
