Scheme_ID,Target_Age_Group,Target_Gender,Caste_Eligibility,Income_Criteria
SCM8549,26-40,Male,OBC,Above 5L
SCM8550,41-60,Male,SC,Above 5L
SCM8551,26-40,All,SC,Below 2L
SCM8552,41-60,All,SC,2L-5L
SCM8553,18-25,Female,General,2L-5L
SCM8554,18-25,Female,OBC,No Limit
SCM8555,60+,Male,SC,No Limit
SCM8556,41-60,Female,OBC,Above 5L
SCM8557,26-40,Male,All,No Limit
SCM8558,60+,Male,SC,No Limit
SCM8559,26-40,Female,SC,Below 2L
SCM8560,26-40,Female,OBC,2L-5L
SCM8561,26-40,Female,General,2L-5L
SCM8562,26-40,Female,SC,No Limit
SCM8563,41-60,Female,All,Above 5L
SCM8564,60+,All,All,Above 5L
,26-40,Female,All,No Limit
SCM8566,18-25,Female,OBC,2L-5L
SCM8567,41-60,All,General,No Limit
SCM8568,26-40,All,All,No Limit
SCM8569,18-25,Male,All,Below 2L
SCM8570,41-60,All,General,No Limit
SCM8571,26-40,All,SC,No Limit
SCM8572,26-40,Male,SC,Above 5L
SCM8573,26-40,Female,OBC,2L-5L
SCM8574,41-60,Female,SC,2L-5L
SCM8575,60+,Male,OBC,No Limit
SCM8576,60+,Male,OBC,Below 2L
SCM8577,41-60,Female,ST,Above 5L
SCM8578,41-60,Male,SC,Above 5L
SCM8579,41-60,Male,All,No Limit
SCM8580,60+,Female,ST,2L-5L
SCM8581,60+,Male,General,2L-5L
SCM8582,41-60,Female,SC,2L-5L
SCM8583,60+,Male,General,Below 2L
SCM8584,60+,Female,All,Above 5L
SCM8585,41-60,All,OBC,2L-5L
SCM8586,26-40,All,ST,Above 5L
SCM8587,18-25,Female,General,No Limit
SCM8588,60+,Female,General,No Limit
SCM8589,41-60,All,OBC,Above 5L
SCM8590,18-25,All,General,No Limit
SCM8591,41-60,Male,ST,No Limit
SCM8592,26-40,All,SC,Above 5L
SCM8593,18-25,Female,OBC,Above 5L
SCM8594,60+,Female,All,Above 5L
SCM8595,41-60,Female,OBC,Above 5L
SCM8596,18-25,Male,All,Below 2L
SCM8597,41-60,Male,SC,2L-5L
SCM8598,18-25,Female,All,No Limit
SCM8599,60+,Male,OBC,2L-5L
,18-25,All,General,No Limit
SCM8601,26-40,Female,SC,No Limit
SCM8602,60+,Female,All,Below 2L
SCM8603,26-40,Female,General,No Limit
SCM8604,18-25,Female,SC,Above 5L
SCM8605,18-25,Male,All,Below 2L
SCM8606,26-40,All,SC,No Limit
SCM8607,41-60,All,All,Below 2L
SCM8608,18-25,Female,All,Below 2L
,41-60,All,OBC,Above 5L
SCM8610,18-25,Female,General,No Limit
SCM8611,41-60,Male,SC,2L-5L
SCM8612,60+,All,ST,Above 5L
SCM8613,26-40,Female,ST,No Limit
SCM8614,60+,All,OBC,Below 2L
SCM8615,26-40,All,SC,No Limit
SCM8616,41-60,All,OBC,Below 2L
SCM8617,60+,Female,ST,Below 2L
SCM8618,26-40,All,OBC,Below 2L
SCM8619,41-60,All,ST,No Limit
SCM8620,60+,Male,OBC,Above 5L
SCM8621,18-25,Female,All,Below 2L
SCM8622,26-40,All,SC,Below 2L
SCM8623,26-40,All,OBC,Below 2L
SCM8624,26-40,Female,OBC,Below 2L
SCM8625,18-25,All,All,Above 5L
SCM8626,26-40,All,ST,2L-5L
SCM8627,18-25,Male,General,2L-5L
SCM8628,18-25,Female,All,Below 2L
SCM8629,60+,Male,OBC,2L-5L
SCM8630,41-60,All,OBC,No Limit
SCM8631,18-25,All,ST,No Limit
SCM8632,18-25,Female,All,No Limit
SCM8633,18-25,Female,ST,2L-5L
,18-25,Male,SC,Above 5L
SCM8635,41-60,Female,SC,No Limit
SCM8636,18-25,All,All,Above 5L
SCM8637,60+,Female,ST,Below 2L
SCM8638,41-60,Male,General,Above 5L
SCM8639,41-60,Female,SC,Above 5L
SCM8640,41-60,Female,General,Below 2L
SCM8641,41-60,Male,OBC,2L-5L
SCM8642,26-40,Male,ST,Below 2L
SCM8643,60+,All,General,Above 5L
SCM8644,18-25,Male,All,Above 5L
SCM8645,60+,Male,SC,No Limit
SCM8646,26-40,Female,All,2L-5L
SCM8647,60+,Male,All,2L-5L
SCM8648,41-60,Female,ST,Above 5L
SCM8649,18-25,Female,All,Below 2L
SCM8650,18-25,Male,General,Above 5L
SCM8651,18-25,Female,All,No Limit
SCM8652,41-60,Male,All,Above 5L
SCM8653,18-25,Female,All,No Limit
SCM8654,60+,Female,All,2L-5L
SCM8655,41-60,All,SC,No Limit
SCM8656,60+,Female,General,No Limit
SCM8657,18-25,Male,OBC,2L-5L
,41-60,Male,OBC,Above 5L
SCM8659,60+,All,General,Above 5L
SCM8660,18-25,Male,SC,Above 5L
,41-60,Female,General,Above 5L
SCM8662,26-40,Female,General,Above 5L
SCM8663,41-60,All,SC,Below 2L
SCM8664,60+,Female,OBC,2L-5L
SCM8665,18-25,Male,All,2L-5L
SCM8666,26-40,Male,All,No Limit
SCM8667,41-60,Male,SC,Below 2L
SCM8668,26-40,Male,OBC,Below 2L
SCM8669,18-25,Female,General,Below 2L
SCM8670,26-40,Female,ST,Below 2L
SCM8671,41-60,All,SC,Below 2L
SCM8672,60+,All,SC,Below 2L
SCM8673,41-60,All,All,No Limit
SCM8674,18-25,Female,OBC,No Limit
SCM8675,26-40,Female,ST,No Limit
SCM8676,18-25,Male,General,Above 5L
SCM8677,41-60,Male,All,2L-5L
,41-60,Male,All,No Limit
SCM8679,18-25,All,All,Above 5L
SCM8680,26-40,All,ST,Below 2L
SCM8681,60+,Male,OBC,2L-5L
SCM8682,41-60,All,OBC,2L-5L
SCM8683,60+,Male,SC,Below 2L
SCM8684,41-60,All,SC,Above 5L
SCM8685,60+,Male,SC,2L-5L
SCM8686,18-25,All,General,Above 5L
SCM8687,60+,All,OBC,2L-5L
SCM8688,41-60,Male,SC,No Limit
SCM8689,26-40,All,All,No Limit
SCM8690,41-60,Male,OBC,No Limit
SCM8691,18-25,Female,ST,2L-5L
SCM8692,41-60,Male,All,Below 2L
SCM8693,41-60,Male,General,No Limit
SCM8694,41-60,Male,ST,2L-5L
SCM8695,41-60,All,OBC,2L-5L
SCM8696,60+,All,ST,2L-5L
SCM8697,26-40,Male,SC,2L-5L
,60+,All,SC,2L-5L
SCM8699,60+,Female,ST,Below 2L
SCM8700,41-60,Male,SC,Above 5L
SCM8701,60+,Female,SC,2L-5L
SCM8702,60+,All,General,2L-5L
SCM8703,18-25,Female,ST,2L-5L
SCM8704,41-60,Female,All,Above 5L
SCM8705,60+,All,ST,Above 5L
SCM8706,60+,All,OBC,Above 5L
SCM8707,18-25,All,General,No Limit
SCM8708,41-60,All,SC,No Limit
SCM8709,60+,All,All,Above 5L
SCM8710,18-25,Male,OBC,2L-5L
,60+,Female,SC,Above 5L
SCM8712,60+,Female,SC,Below 2L
SCM8713,60+,Male,ST,Above 5L
SCM8714,41-60,Male,General,Below 2L
SCM8715,41-60,Female,General,Above 5L
SCM8716,41-60,All,OBC,Above 5L
SCM8717,26-40,All,ST,Above 5L
SCM8718,41-60,Female,ST,Above 5L
SCM8719,26-40,Female,ST,2L-5L
SCM8720,41-60,Female,ST,Below 2L
SCM8721,18-25,All,All,No Limit
SCM8722,26-40,Male,All,2L-5L
SCM8723,41-60,Male,ST,Above 5L
SCM8724,60+,Male,ST,Below 2L
SCM8725,60+,Male,All,2L-5L
SCM8726,60+,All,OBC,2L-5L
SCM8727,60+,Female,ST,Below 2L
SCM8728,60+,Male,OBC,No Limit
SCM8729,18-25,Male,OBC,2L-5L
,26-40,Female,All,No Limit
SCM8731,18-25,Female,ST,Below 2L
SCM8732,41-60,All,General,2L-5L
SCM8733,26-40,All,OBC,No Limit
SCM8734,60+,Male,All,Above 5L
SCM8735,41-60,All,OBC,No Limit
SCM8736,41-60,Male,All,No Limit
SCM8737,60+,All,SC,Above 5L
SCM8738,41-60,Male,General,Below 2L
SCM8739,18-25,All,ST,2L-5L
SCM8740,41-60,Male,General,2L-5L
SCM8741,26-40,All,OBC,Above 5L
SCM8742,60+,Female,OBC,Below 2L
SCM8743,26-40,Female,General,No Limit
SCM8744,18-25,All,General,Below 2L
SCM8745,41-60,Male,SC,Below 2L
SCM8746,18-25,All,General,Below 2L
SCM8747,26-40,Female,General,No Limit
SCM8748,41-60,Female,General,No Limit
SCM8749,60+,All,General,Above 5L
SCM8750,18-25,All,ST,Below 2L
SCM8751,26-40,Female,All,2L-5L
SCM8752,18-25,All,SC,Below 2L
SCM8753,60+,All,ST,Below 2L
SCM8754,60+,Male,General,Below 2L
SCM8755,18-25,Female,All,No Limit
SCM8756,41-60,All,SC,2L-5L
SCM8757,26-40,Male,OBC,Above 5L
SCM8758,26-40,Female,ST,2L-5L
SCM8759,18-25,Female,ST,Below 2L
SCM8760,60+,All,ST,Above 5L
SCM8761,18-25,Male,All,2L-5L
SCM8762,18-25,Female,SC,2L-5L
SCM8763,26-40,All,ST,No Limit
SCM8764,26-40,All,SC,No Limit
SCM8765,60+,All,All,No Limit
SCM8766,26-40,Female,SC,Below 2L
SCM8767,26-40,Female,All,2L-5L
SCM8768,26-40,Female,All,Below 2L
SCM8769,18-25,Male,General,No Limit
SCM8770,41-60,All,OBC,Above 5L
SCM8771,18-25,Female,All,2L-5L
SCM8772,26-40,All,General,No Limit
SCM8773,26-40,Female,OBC,No Limit
SCM8774,26-40,All,General,Below 2L
SCM8775,26-40,Female,All,No Limit
SCM8776,60+,All,General,Above 5L
SCM8777,26-40,All,General,Below 2L
SCM8778,41-60,Male,General,Below 2L
SCM8779,18-25,Female,SC,Below 2L
SCM8780,26-40,All,General,No Limit
SCM8781,41-60,Male,ST,2L-5L
SCM8782,60+,Female,SC,Below 2L
SCM8783,41-60,Male,SC,2L-5L
SCM8784,26-40,Male,SC,Below 2L
SCM8785,41-60,Female,All,Below 2L
SCM8786,60+,Male,ST,No Limit
SCM8787,60+,Male,OBC,Below 2L
SCM8788,26-40,All,OBC,No Limit
SCM8789,60+,All,All,2L-5L
SCM8790,60+,Female,SC,No Limit
SCM8791,26-40,Female,ST,No Limit
SCM8792,60+,All,SC,2L-5L
SCM8793,60+,Male,SC,Above 5L
SCM8794,41-60,Female,All,No Limit
SCM8795,26-40,Female,ST,Below 2L
SCM8796,60+,Female,General,Above 5L
SCM8797,41-60,Female,OBC,Below 2L
SCM8798,60+,All,OBC,No Limit
SCM8799,60+,Male,OBC,Above 5L
,26-40,Male,SC,2L-5L
SCM8801,18-25,All,General,No Limit
SCM8802,26-40,All,General,2L-5L
SCM8803,26-40,Female,SC,Below 2L
SCM8804,60+,All,SC,Below 2L
SCM8805,41-60,Male,ST,Below 2L
SCM8806,18-25,Male,OBC,Above 5L
SCM8807,26-40,All,OBC,2L-5L
SCM8808,26-40,All,General,Below 2L
SCM8809,60+,Male,OBC,No Limit
SCM8810,60+,All,OBC,2L-5L
SCM8811,26-40,All,ST,Above 5L
SCM8812,26-40,All,SC,2L-5L
SCM8813,18-25,All,SC,2L-5L
SCM8814,60+,All,All,No Limit
SCM8815,41-60,Female,General,No Limit
SCM8816,60+,Male,All,Below 2L
SCM8817,41-60,Female,ST,2L-5L
SCM8818,60+,Male,SC,Below 2L
SCM8819,60+,All,ST,No Limit
SCM8820,41-60,All,SC,2L-5L
SCM8821,26-40,Female,All,2L-5L
SCM8822,41-60,Male,All,Below 2L
SCM8823,18-25,Female,General,2L-5L
SCM8824,26-40,Male,All,No Limit
SCM8825,60+,All,General,No Limit
SCM8826,41-60,All,ST,Below 2L
SCM8827,18-25,Female,OBC,Above 5L
SCM8828,41-60,Male,General,Above 5L
SCM8829,41-60,All,All,2L-5L
SCM8830,41-60,All,OBC,Below 2L
SCM8831,60+,All,ST,Above 5L
SCM8832,60+,All,All,2L-5L
SCM8833,18-25,All,ST,Above 5L
SCM8834,60+,Female,All,No Limit
SCM8835,18-25,Female,General,2L-5L
SCM8836,41-60,Female,OBC,Above 5L
SCM8837,41-60,Female,All,2L-5L
SCM8838,41-60,Male,All,Below 2L
SCM8839,18-25,All,All,Above 5L
SCM8840,41-60,Male,General,No Limit
SCM8841,18-25,All,SC,Below 2L
SCM8842,41-60,Female,All,Above 5L
SCM8843,41-60,Female,OBC,Below 2L
,26-40,Male,OBC,No Limit
SCM8845,41-60,Female,All,Below 2L
SCM8846,41-60,All,OBC,Above 5L
SCM8847,60+,Female,All,Above 5L
SCM8848,60+,Female,ST,2L-5L
SCM8849,60+,All,All,Below 2L
SCM8850,41-60,All,All,2L-5L
SCM8851,41-60,Male,All,2L-5L
SCM8852,41-60,All,SC,2L-5L
SCM8853,41-60,Male,SC,Below 2L
SCM8854,41-60,Female,All,Below 2L
SCM8855,26-40,Male,OBC,No Limit
SCM8856,60+,All,SC,Below 2L
SCM8857,60+,Male,All,2L-5L
SCM8858,26-40,Male,ST,Below 2L
SCM8859,41-60,All,OBC,Above 5L
SCM8860,41-60,All,OBC,No Limit
SCM8861,41-60,All,General,No Limit
SCM8862,26-40,All,All,2L-5L
SCM8863,18-25,Female,OBC,Below 2L
SCM8864,26-40,All,SC,Below 2L
SCM8865,60+,All,All,Above 5L
SCM8866,18-25,Male,ST,Above 5L
SCM8867,26-40,Male,OBC,Above 5L
SCM8868,41-60,Male,ST,Below 2L
SCM8869,41-60,Male,OBC,No Limit
SCM8870,41-60,All,ST,Above 5L
SCM8871,18-25,Male,All,No Limit
SCM8872,26-40,Male,ST,Above 5L
SCM8873,26-40,All,SC,Below 2L
SCM8874,41-60,Male,General,No Limit
SCM8875,26-40,Female,General,Below 2L
SCM8876,26-40,Female,SC,No Limit
SCM8877,60+,All,All,Above 5L
SCM8878,41-60,All,ST,2L-5L
SCM8879,60+,All,ST,Above 5L
SCM8880,18-25,Female,SC,Below 2L
SCM8881,26-40,Female,General,No Limit
SCM8882,41-60,All,General,2L-5L
SCM8883,60+,All,All,Above 5L
SCM8884,18-25,All,ST,Above 5L
SCM8885,41-60,Male,SC,Below 2L
SCM8886,60+,All,ST,Above 5L
SCM8887,26-40,Female,SC,Above 5L
SCM8888,60+,Male,General,No Limit
SCM8889,60+,Female,All,Above 5L
SCM8890,41-60,Female,All,No Limit
SCM8891,26-40,Female,General,Above 5L
SCM8892,41-60,Male,General,Above 5L
SCM8893,18-25,Female,ST,No Limit
SCM8894,18-25,All,OBC,Above 5L
SCM8895,41-60,Female,All,No Limit
SCM8896,60+,Male,All,Below 2L
SCM8897,18-25,Male,OBC,No Limit
SCM8898,41-60,Female,OBC,Above 5L
SCM8899,60+,Female,OBC,Below 2L
SCM8900,18-25,Male,General,2L-5L
SCM8901,18-25,Female,General,2L-5L
SCM8902,60+,Female,OBC,No Limit
SCM8903,26-40,Male,SC,2L-5L
SCM8904,26-40,Female,All,No Limit
SCM8905,41-60,Female,OBC,Below 2L
SCM8906,26-40,Female,ST,Above 5L
SCM8907,41-60,All,All,Above 5L
SCM8908,18-25,All,SC,Above 5L
SCM8909,60+,All,OBC,2L-5L
SCM8910,26-40,Male,SC,Above 5L
SCM8911,26-40,Female,All,2L-5L
SCM8912,18-25,All,All,No Limit
SCM8913,60+,All,OBC,2L-5L
SCM8914,26-40,Female,SC,Above 5L
SCM8915,41-60,Male,All,No Limit
SCM8916,18-25,Female,General,2L-5L
SCM8917,41-60,All,OBC,Below 2L
SCM8918,26-40,All,OBC,Above 5L
SCM8919,26-40,Female,General,Above 5L
SCM8920,18-25,Female,SC,No Limit
SCM8921,18-25,All,All,Below 2L
SCM8922,41-60,Female,ST,2L-5L
SCM8923,18-25,Female,General,2L-5L
SCM8924,18-25,Male,General,Above 5L
SCM8925,41-60,All,General,Below 2L
SCM8926,41-60,All,General,No Limit
SCM8927,60+,All,ST,2L-5L
SCM8928,60+,Female,SC,No Limit
SCM8929,60+,Male,All,No Limit
SCM8930,60+,Female,OBC,2L-5L
SCM8931,18-25,Male,General,2L-5L
SCM8932,18-25,Female,All,2L-5L
SCM8933,26-40,Female,General,Below 2L
SCM8934,41-60,Female,All,No Limit
SCM8935,18-25,All,SC,Below 2L
SCM8936,60+,All,ST,Above 5L
SCM8937,60+,All,ST,Above 5L
SCM8938,60+,Female,OBC,2L-5L
SCM8939,26-40,Female,ST,Above 5L
SCM8940,26-40,Female,SC,Above 5L
SCM8941,41-60,All,OBC,No Limit
SCM8942,26-40,Male,General,2L-5L
SCM8943,26-40,Female,ST,Below 2L
SCM8944,60+,Female,All,Below 2L
SCM8945,18-25,Male,General,Above 5L
SCM8946,18-25,All,General,Below 2L
SCM8947,41-60,All,OBC,2L-5L
SCM8948,60+,Female,SC,No Limit
SCM8949,60+,Male,ST,Above 5L
SCM8950,26-40,Female,OBC,Below 2L
SCM8951,26-40,All,All,2L-5L
SCM8952,26-40,Female,All,No Limit
SCM8953,18-25,All,ST,Below 2L
SCM8954,41-60,Female,ST,2L-5L
SCM8955,18-25,Female,ST,2L-5L
,60+,All,General,Above 5L
SCM8957,26-40,Female,General,Above 5L
SCM8958,41-60,Male,All,2L-5L
SCM8959,60+,All,General,No Limit
SCM8960,41-60,Male,All,Above 5L
SCM8961,60+,Female,OBC,2L-5L
SCM8962,60+,Male,All,2L-5L
SCM8963,60+,Female,All,No Limit
SCM8964,41-60,Male,SC,Below 2L
SCM8965,18-25,Female,General,No Limit
SCM8966,18-25,Male,SC,Above 5L
SCM8967,18-25,Female,General,2L-5L
SCM8968,18-25,Male,General,Above 5L
SCM8969,26-40,Male,All,Below 2L
SCM8970,26-40,Female,All,No Limit
SCM8971,41-60,All,SC,No Limit
SCM8972,41-60,Male,OBC,No Limit
SCM8973,41-60,All,General,Below 2L
SCM8974,60+,Male,All,Above 5L
SCM8975,18-25,Female,General,2L-5L
SCM8976,26-40,Female,ST,Above 5L
SCM8977,41-60,All,OBC,Above 5L
SCM8978,26-40,Female,All,Below 2L
SCM8979,18-25,All,OBC,Above 5L
SCM8980,18-25,All,OBC,Above 5L
SCM8981,18-25,Female,OBC,Above 5L
SCM8982,18-25,Female,SC,Below 2L
SCM8983,41-60,Male,General,No Limit
SCM8984,60+,All,ST,2L-5L
,41-60,Male,SC,No Limit
SCM8986,60+,Female,OBC,No Limit
SCM8987,26-40,Female,ST,Below 2L
SCM8988,60+,Female,General,2L-5L
SCM8989,26-40,Female,OBC,2L-5L
SCM8990,26-40,Female,ST,Above 5L
SCM8991,60+,Male,OBC,Above 5L
SCM8992,60+,Male,SC,Below 2L
SCM8993,41-60,All,All,No Limit
SCM8994,60+,Female,SC,Above 5L
SCM8995,18-25,All,OBC,Above 5L
SCM8996,18-25,All,All,Above 5L
SCM8997,60+,All,All,Below 2L
SCM8998,18-25,Female,All,Above 5L
SCM8999,26-40,Female,All,2L-5L
SCM9000,41-60,Female,General,Below 2L
SCM9001,60+,Male,OBC,2L-5L
SCM9002,60+,Male,SC,No Limit
SCM9003,18-25,Female,General,2L-5L
SCM9004,60+,Female,All,No Limit
SCM9005,60+,Male,ST,2L-5L
SCM9006,60+,All,ST,No Limit
SCM9007,26-40,Male,All,Above 5L
SCM9008,26-40,Male,SC,Below 2L
SCM9009,60+,Male,General,No Limit
SCM9010,26-40,Female,SC,Above 5L
SCM9011,18-25,All,OBC,Above 5L
SCM9012,18-25,Male,General,Above 5L
,18-25,All,All,No Limit
SCM9014,41-60,Male,General,No Limit
SCM9015,41-60,Female,General,Below 2L
SCM9016,41-60,Female,General,Above 5L
SCM9017,18-25,All,SC,No Limit
SCM9018,41-60,Female,SC,Above 5L
SCM9019,60+,Male,All,Above 5L
SCM9020,18-25,All,SC,No Limit
SCM9021,60+,Female,OBC,No Limit
SCM9022,60+,All,SC,Below 2L
SCM9023,41-60,All,All,Below 2L
SCM9024,26-40,All,ST,2L-5L
SCM9025,60+,All,OBC,2L-5L
SCM9026,60+,Male,All,2L-5L
SCM9027,41-60,All,All,Below 2L
SCM9028,18-25,All,ST,Below 2L
SCM9029,41-60,Male,SC,Above 5L
SCM9030,41-60,All,General,Below 2L
SCM9031,18-25,All,ST,2L-5L
SCM9032,18-25,All,SC,Below 2L
SCM9033,41-60,Male,ST,Above 5L
SCM9034,41-60,Male,OBC,2L-5L
SCM9035,60+,Female,SC,Below 2L
SCM9036,60+,All,OBC,2L-5L
SCM9037,18-25,Female,All,No Limit
SCM9038,18-25,Male,All,No Limit
SCM9039,26-40,Male,ST,Below 2L
SCM9040,41-60,Female,OBC,Above 5L
SCM9041,18-25,Male,SC,No Limit
SCM9042,26-40,All,General,2L-5L
SCM9043,26-40,All,SC,2L-5L
SCM9044,41-60,Female,OBC,Above 5L
SCM9045,41-60,Female,OBC,Above 5L
SCM9046,60+,Male,All,Above 5L
SCM9047,26-40,All,SC,2L-5L
SCM9048,41-60,Female,ST,Below 2L
SCM9049,41-60,Male,ST,Above 5L
SCM9050,60+,Male,OBC,2L-5L
SCM9051,41-60,Female,General,No Limit
SCM9052,18-25,All,All,Above 5L
SCM9053,18-25,All,All,Below 2L
SCM9054,26-40,Female,ST,Below 2L
SCM9055,18-25,All,SC,Below 2L
SCM9056,41-60,Female,SC,Below 2L
SCM9057,26-40,Female,OBC,No Limit
SCM9058,41-60,Female,All,Below 2L
SCM9059,18-25,All,SC,No Limit
SCM9060,60+,All,General,Below 2L
SCM9061,26-40,Female,SC,2L-5L
SCM9062,60+,All,All,2L-5L
SCM9063,41-60,Female,SC,Above 5L
SCM9064,18-25,Female,All,Above 5L
SCM9065,26-40,Male,All,Above 5L
SCM9066,41-60,Male,All,Above 5L
,26-40,Female,OBC,Below 2L
SCM9068,18-25,All,All,Above 5L
SCM9069,41-60,Male,ST,Above 5L
SCM9070,26-40,Male,OBC,Below 2L
SCM9071,41-60,Male,All,Below 2L
SCM9072,41-60,Male,All,Below 2L
SCM9073,18-25,Female,OBC,Below 2L
SCM9074,26-40,Female,OBC,No Limit
SCM9075,26-40,Male,General,Below 2L
SCM9076,41-60,Female,General,2L-5L
SCM9077,18-25,Male,General,2L-5L
,26-40,Female,All,Above 5L
SCM9079,41-60,All,General,Above 5L
SCM9080,41-60,All,SC,No Limit
SCM9081,26-40,Male,OBC,Above 5L
SCM9082,18-25,Female,OBC,2L-5L
SCM9083,60+,Male,General,No Limit
,60+,Male,OBC,No Limit
SCM9085,26-40,Male,SC,No Limit
SCM9086,18-25,All,OBC,2L-5L
SCM9087,60+,All,ST,Above 5L
SCM9088,18-25,Male,SC,Above 5L
SCM9089,60+,All,All,No Limit
SCM9090,18-25,Male,General,Below 2L
SCM9091,41-60,Male,OBC,Below 2L
SCM9092,41-60,All,General,2L-5L
SCM9093,18-25,All,General,Above 5L
SCM9094,41-60,Female,General,Below 2L
SCM9095,18-25,Male,OBC,Below 2L
SCM9096,41-60,All,OBC,2L-5L
SCM9097,26-40,All,General,Above 5L
SCM9098,26-40,Male,All,Below 2L
SCM9099,18-25,All,General,Above 5L
SCM9100,18-25,Male,General,No Limit
SCM9101,18-25,Male,General,No Limit
SCM9102,18-25,All,OBC,Above 5L
SCM9103,18-25,Female,ST,Below 2L
SCM9104,60+,Female,All,Above 5L
SCM9105,18-25,Female,OBC,2L-5L
SCM9106,60+,Male,OBC,Above 5L
SCM9107,26-40,Male,General,2L-5L
SCM9108,26-40,All,All,Below 2L
SCM9109,41-60,Female,All,Below 2L
SCM9110,60+,Male,ST,No Limit
SCM9111,41-60,All,SC,No Limit
SCM9112,60+,Female,SC,Below 2L
SCM9113,26-40,Female,ST,No Limit
SCM9114,18-25,Male,General,2L-5L
SCM9115,41-60,All,All,Below 2L
,18-25,Male,General,No Limit
SCM9117,60+,All,SC,2L-5L
SCM9118,26-40,Female,General,Below 2L
SCM9119,41-60,Male,ST,No Limit
SCM9120,60+,Male,All,Above 5L
SCM9121,41-60,All,General,No Limit
SCM9122,41-60,All,SC,Above 5L
SCM9123,60+,Male,SC,Below 2L
SCM9124,41-60,All,ST,Above 5L
SCM9125,26-40,All,OBC,Below 2L
SCM9126,60+,Female,All,Below 2L
SCM9127,26-40,Female,OBC,No Limit
SCM9128,26-40,Female,OBC,Above 5L
SCM9129,41-60,Female,All,2L-5L
SCM9130,41-60,Male,OBC,2L-5L
SCM9131,18-25,Female,All,No Limit
SCM9132,26-40,Female,OBC,Below 2L
SCM9133,60+,Male,ST,Above 5L
SCM9134,41-60,Male,All,Above 5L
SCM9135,60+,All,OBC,No Limit
,60+,Female,General,Above 5L
SCM9137,26-40,Male,SC,Below 2L
SCM9138,18-25,Female,ST,2L-5L
SCM9139,18-25,All,SC,Above 5L
SCM9140,18-25,Male,OBC,No Limit
SCM9141,18-25,All,General,No Limit
SCM9142,41-60,All,All,Above 5L
SCM9143,26-40,Female,SC,Above 5L
,41-60,Male,OBC,Above 5L
SCM9145,18-25,All,ST,2L-5L
SCM9146,18-25,Male,ST,No Limit
SCM9147,26-40,Female,ST,2L-5L
SCM9148,60+,Female,OBC,Above 5L
SCM9149,18-25,Female,ST,No Limit
SCM9150,41-60,All,All,No Limit
SCM9151,60+,Male,General,Above 5L
,41-60,All,SC,Above 5L
SCM9153,60+,All,General,No Limit
SCM9154,60+,All,SC,Below 2L
SCM9155,18-25,All,All,No Limit
,41-60,Male,ST,Below 2L
SCM9157,26-40,Female,All,Below 2L
SCM9158,60+,Male,OBC,Below 2L
SCM9159,26-40,Female,General,2L-5L
SCM9160,18-25,Male,All,Above 5L
SCM9161,41-60,Male,ST,Above 5L
SCM9162,41-60,All,All,Above 5L
SCM9163,18-25,Female,SC,Below 2L
SCM9164,41-60,Male,ST,2L-5L
SCM9165,60+,Male,All,Below 2L
SCM9166,18-25,Male,OBC,2L-5L
,60+,Male,ST,2L-5L
SCM9168,26-40,All,General,2L-5L
SCM9169,26-40,All,ST,Below 2L
SCM9170,26-40,All,SC,Below 2L
SCM9171,26-40,Female,ST,Above 5L
SCM9172,18-25,Female,General,No Limit
SCM9173,18-25,Male,OBC,2L-5L
SCM9174,41-60,All,OBC,2L-5L
SCM9175,60+,Female,General,2L-5L
SCM9176,60+,Female,All,Above 5L
SCM9177,41-60,Female,SC,Below 2L
SCM9178,60+,Male,SC,2L-5L
SCM9179,41-60,All,General,Above 5L
SCM9180,60+,All,ST,Above 5L
SCM9181,18-25,Female,OBC,No Limit
SCM9182,26-40,Male,OBC,Below 2L
SCM9183,18-25,Male,OBC,No Limit
SCM9184,41-60,All,All,2L-5L
SCM9185,26-40,Male,OBC,No Limit
SCM9186,60+,Male,All,2L-5L
SCM9187,41-60,Male,General,2L-5L
SCM9188,18-25,Female,ST,No Limit
SCM9189,41-60,Male,OBC,2L-5L
SCM9190,41-60,All,General,No Limit
,18-25,All,All,No Limit
SCM9192,41-60,Male,SC,Below 2L
,26-40,All,SC,2L-5L
SCM9194,41-60,All,All,Above 5L
SCM9195,41-60,Male,OBC,Below 2L
SCM9196,60+,Male,All,2L-5L
SCM9197,18-25,Female,All,No Limit
SCM9198,41-60,Male,OBC,No Limit
SCM9199,60+,Female,General,Above 5L
SCM9200,18-25,All,ST,Below 2L
SCM9201,60+,Female,SC,No Limit
SCM9202,41-60,All,General,2L-5L
SCM9203,60+,Male,OBC,Below 2L
SCM9204,26-40,Male,SC,Above 5L
SCM9205,41-60,Male,General,Below 2L
SCM9206,18-25,Female,SC,Above 5L
,41-60,All,OBC,Below 2L
SCM9208,60+,All,All,Above 5L
SCM9209,60+,Male,General,Above 5L
SCM9210,18-25,Male,All,Above 5L
SCM9211,41-60,All,ST,Below 2L
SCM9212,60+,All,General,2L-5L
SCM9213,18-25,All,SC,Above 5L
SCM9214,18-25,Male,ST,2L-5L
SCM9215,18-25,Female,SC,Below 2L
SCM9216,26-40,All,All,2L-5L
SCM9217,18-25,Female,ST,No Limit
,26-40,Male,General,No Limit
SCM9219,26-40,Female,SC,Above 5L
SCM9220,41-60,Female,General,Above 5L
SCM9221,18-25,All,All,2L-5L
