Scheme_ID,Feedback_Rating,Approval_Rate,Implementation_Score,Success_Rate,Application_Mode,Required_Documents,Scheme_Objective
SCM8883,3,97.34,8.1,75.25,Both,"Ration Card, Aadhaar",Skill development
SCM8884,4,76.95,8.43,91.23,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM8885,2,82.92,1.94,81.31,Online,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM8886,4,52.96,8.81,39.83,Online,"Ration Card, Aadhaar",Skill development
SCM8887,1,88.64,7.98,73.37,Both,None,Women empowerment
SCM8888,1,81.11,5.98,33.12,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM8889,3,74.04,1.5,57.12,Both,"Ration Card, Aadhaar",Startup support
SCM8890,1,98.6,5.71,58.84,Both,None,Women empowerment
SCM8891,1,69.77,5.22,89.84,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM8892,4,56.77,3.01,42.63,Both,None,Financial inclusion
SCM8893,2,63.96,8.5,75.05,Offline,"Caste Certificate, Income Certificate",Startup support
SCM8894,1,95.54,3.88,43.47,Offline,"Aadhaar, Income Certificate",Employment generation
SCM8895,2,60.48,6.22,96.41,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8896,4,98.29,5.06,67.06,Online,"Caste Certificate, Income Certificate",Startup support
SCM8897,4,83.97,8.91,79.57,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM8898,2,60.09,5.51,75.26,Both,"Aadhaar, Income Certificate",Employment generation
SCM8899,1,53.32,3.5,51.25,Online,"Ration Card, Aadhaar",Financial inclusion
SCM8900,2,73.64,7.5,93.08,Online,None,Housing for all
SCM8901,3,75.13,7.91,73.91,Both,"Aadhaar, Income Certificate",Technology adoption
SCM8902,2,67.44,9.41,65.72,Offline,None,Education access
SCM8903,2,52.27,7.72,,Online,"Ration Card, Aadhaar",Women empowerment
SCM8904,2,96.23,1.45,92.35,Offline,"Aadhaar, Income Certificate",Employment generation
SCM8905,4,79.93,8.46,34.14,Offline,None,Health insurance coverage
SCM8906,1,74.22,5.34,57.23,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8907,4,67.84,2.32,,Both,"Aadhaar, Income Certificate",Housing for all
SCM8908,2,83.84,9.81,32.63,Both,None,Women empowerment
SCM8909,4,76.41,6.85,74.74,Both,None,Employment generation
SCM8910,3,92.39,9.03,58.23,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM8911,1,77.84,2.6,44.32,Both,None,Women empowerment
SCM8912,1,76.09,7.99,72.8,Offline,None,Technology adoption
SCM8913,4,59.92,6.37,88.17,Both,"Caste Certificate, Income Certificate",Employment generation
SCM8914,1,53.69,4.48,62.71,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM8915,4,60.56,2.92,40.27,Both,"Ration Card, Aadhaar",Employment generation
SCM8916,3,58.07,4.07,51.43,Both,"Aadhaar, Income Certificate",Technology adoption
SCM8917,2,86.19,5.81,98.69,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM8918,2,62.79,7.6,37.78,Both,None,Women empowerment
SCM8919,3,83.79,4.92,41.25,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM8920,3,79.08,4.53,99.31,Online,None,Education access
SCM8921,1,62.54,1.08,91.75,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8922,4,80.61,9.54,79.5,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM8923,3,84.79,7.94,40.57,Online,"Caste Certificate, Income Certificate",Education access
SCM8924,4,50.92,9.96,46.84,Online,None,Sanitation awareness
SCM8925,2,77.92,9.28,42.61,Both,"Ration Card, Aadhaar",Housing for all
SCM8926,1,88.61,8.77,74.17,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8927,4,55.7,1.52,57.92,Online,"Ration Card, Aadhaar",Technology adoption
SCM8928,3,69.6,6.54,33.34,Online,None,Women empowerment
SCM8929,1,64.78,3.03,50.39,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM8930,3,81.9,8.93,90.25,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM8931,2,88.08,8.38,85.72,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM8932,3,98.23,2.53,75.01,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8933,2,74.88,8.08,35.99,Online,"Aadhaar, Income Certificate",Technology adoption
SCM8934,3,85.92,9.88,91.8,Online,"Caste Certificate, Income Certificate",Employment generation
SCM8935,3,76.19,4.22,67.42,Both,"Aadhaar, Income Certificate",Technology adoption
SCM8936,1,67.93,4.29,64.62,Offline,"Aadhaar, Income Certificate",Employment generation
SCM8937,2,60.23,1.23,95.38,Offline,None,Employment generation
SCM8938,3,94.4,7.54,30.62,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM8939,3,79.22,8.44,68.91,Online,"Aadhaar, PAN, Bank Passbook",Skill development
SCM8940,4,82.03,1.42,85.39,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM8941,3,80.85,9.51,34.46,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM8942,1,61.86,1.66,55,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM8943,4,66.15,6.12,98.42,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM8944,2,92.24,9.35,44.83,Offline,"Caste Certificate, Income Certificate",Startup support
SCM8945,1,72.45,9.36,67.18,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM8946,1,50.73,2.2,,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM8947,4,71.83,9.74,57.33,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM8948,1,61.64,3.43,58.55,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM8949,3,93.1,4.07,34.43,Both,"Aadhaar, Income Certificate",Startup support
SCM8950,4,75.61,7.08,43.31,Offline,"Ration Card, Aadhaar",Housing for all
SCM8951,4,99.71,2.01,91.64,Both,"Aadhaar, Income Certificate",Skill development
SCM8952,1,51.63,5.81,87.28,Both,None,Housing for all
SCM8953,2,77.6,8.34,51.32,Offline,"Ration Card, Aadhaar",Skill development
SCM8954,2,52.63,5.47,56.72,Both,"Ration Card, Aadhaar",Technology adoption
SCM8955,2,64.2,1.55,60.83,Both,"Aadhaar, Income Certificate",Startup support
,2,61.49,8.25,54.22,Both,None,Startup support
SCM8957,1,64.11,3.16,75.77,Both,None,Startup support
SCM8958,3,99.04,8.25,30.9,Both,None,Technology adoption
SCM8959,3,63.92,9.44,91.61,Online,"Caste Certificate, Income Certificate",Women empowerment
SCM8960,4,58.22,7.79,51.05,Both,"Caste Certificate, Income Certificate",Housing for all
SCM8961,3,97.57,1.3,91.07,Both,None,Women empowerment
SCM8962,2,81.26,6.94,61.81,Offline,None,Startup support
SCM8963,4,64.33,3.45,84.34,Offline,None,Education access
SCM8964,2,82.96,2.79,87.8,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM8965,4,89.43,7.85,51.09,Online,"Caste Certificate, Income Certificate",Employment generation
SCM8966,4,50.84,3.61,74.82,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM8967,4,61.75,2.29,72.52,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM8968,1,78.54,2.54,63.32,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM8969,2,75.54,7.1,62.87,Online,"Caste Certificate, Income Certificate",Skill development
SCM8970,1,71.06,5.12,51.36,Both,"Ration Card, Aadhaar",Startup support
SCM8971,1,51.54,2.88,51.71,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM8972,4,97.55,1.72,68.37,Both,"Aadhaar, Income Certificate",Startup support
SCM8973,2,85.75,9.44,32.26,Offline,"Aadhaar, Income Certificate",Financial inclusion
SCM8974,3,99.76,9.98,95.36,Both,"Ration Card, Aadhaar",Housing for all
SCM8975,2,93.74,4.55,75.5,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM8976,4,78.68,3.24,61.04,Offline,None,Employment generation
SCM8977,4,67.61,1.38,34.33,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM8978,4,58.2,3.77,74.1,Offline,"Ration Card, Aadhaar",Technology adoption
SCM8979,2,60.57,6.24,31.24,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM8980,4,93.4,5.72,77.59,Both,"Caste Certificate, Income Certificate",Housing for all
SCM8981,4,93.06,4.7,35.08,Online,"Ration Card, Aadhaar",Technology adoption
SCM8982,2,93.03,4.26,75.93,Offline,None,Health insurance coverage
SCM8983,3,93.04,9.8,58.41,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM8984,1,59.32,5.5,76.38,Both,"Ration Card, Aadhaar",Financial inclusion
,1,92.68,1.08,,Both,"Caste Certificate, Income Certificate",Startup support
SCM8986,1,56.27,7.29,38.22,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM8987,3,70.72,6.25,,Offline,"Ration Card, Aadhaar",Skill development
SCM8988,3,99.63,2.42,58.81,Online,None,Health insurance coverage
SCM8989,4,84.89,7.38,47.71,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM8990,3,82.34,1.18,35.74,Offline,"Ration Card, Aadhaar",Education access
SCM8991,4,61.35,7.53,52.75,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM8992,1,86.83,2.34,79.4,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM8993,1,77.38,9.86,70.82,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM8994,3,74.07,5.6,,Both,"Caste Certificate, Income Certificate",Women empowerment
SCM8995,1,61.7,1.1,60.51,Both,None,Employment generation
SCM8996,3,56.24,8.54,53.3,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM8997,1,61.43,8.42,78.56,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM8998,2,75.26,7.87,58.84,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM8999,3,98.23,5.84,73.28,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9000,2,62.63,2.97,96.24,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM9001,4,83.88,6.76,64.94,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9002,3,58.77,8.63,64.87,Both,None,Health insurance coverage
SCM9003,4,70.38,5.44,,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM9004,4,63.83,1.6,82.93,Online,"Caste Certificate, Income Certificate",Startup support
SCM9005,4,67.27,9.78,66.14,Both,None,Housing for all
SCM9006,1,61.13,7.09,34.53,Online,"Aadhaar, Income Certificate",Skill development
SCM9007,2,98.66,9.84,98.66,Offline,None,Financial inclusion
SCM9008,1,66.6,2.68,56.41,Both,"Ration Card, Aadhaar",Women empowerment
SCM9009,3,93.62,2.83,52.17,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9010,1,66.86,1.9,98.71,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9011,1,75.63,2.89,91.05,Online,"Ration Card, Aadhaar",Education access
SCM9012,2,95.71,1.98,53.12,Offline,"Aadhaar, Income Certificate",Technology adoption
,1,60.93,3.46,51.58,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9014,1,73.05,6.22,80.47,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9015,3,97.41,8.38,53.4,Both,"Ration Card, Aadhaar",Employment generation
SCM9016,1,92.57,1.87,47.6,Online,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9017,2,77.02,2.42,98.58,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9018,3,62.05,3.61,69.6,Offline,"Aadhaar, Income Certificate",Financial inclusion
SCM9019,3,77.3,4.09,83.37,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9020,4,91.79,9,79.91,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9021,4,84.04,3.04,82.89,Online,"Caste Certificate, Income Certificate",Women empowerment
SCM9022,4,75.45,2.15,93.24,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM9023,1,62.25,8.86,65.05,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM9024,2,81.85,8.94,82.74,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9025,2,64.88,8.07,85.78,Both,"Ration Card, Aadhaar",Education access
SCM9026,4,50.62,4.43,96.25,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM9027,1,68.99,9.22,79.92,Offline,None,Technology adoption
SCM9028,2,60.09,4.95,92.48,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM9029,1,94.69,8.12,36.65,Both,"Ration Card, Aadhaar",Startup support
SCM9030,4,56.04,4.91,38.83,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM9031,1,66.96,5.34,41.08,Online,"Aadhaar, Income Certificate",Technology adoption
SCM9032,3,60.74,8.74,40.14,Both,"Aadhaar, Income Certificate",Education access
SCM9033,4,58.44,1.01,36.13,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9034,1,74.76,3.47,38.58,Both,"Caste Certificate, Income Certificate",Education access
SCM9035,2,99.06,6.79,99.71,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM9036,3,69.1,9.3,,Both,"Ration Card, Aadhaar",Education access
SCM9037,1,74.42,1.11,63.46,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9038,2,81.82,5.18,87.51,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9039,3,84.65,5.65,38.28,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9040,3,72.55,9.99,52.22,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9041,3,54.01,7.27,41.15,Online,"Ration Card, Aadhaar",Education access
SCM9042,3,91.96,2.14,34.38,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9043,1,77.61,6,97.25,Online,None,Housing for all
SCM9044,4,73.41,2.39,90.09,Online,None,Women empowerment
SCM9045,4,92.07,7.54,91.55,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9046,1,79.91,4.27,90.81,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9047,4,60.62,6.95,40.82,Offline,"Ration Card, Aadhaar",Skill development
SCM9048,2,71.17,9.05,84.95,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM9049,2,84.41,8.12,80.95,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM9050,1,99.28,8.17,94.78,Online,None,Education access
SCM9051,1,80.61,3.53,45.35,Both,"Ration Card, Aadhaar",Women empowerment
SCM9052,4,59.72,6.32,58.98,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9053,3,50.87,2.69,50.64,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9054,3,65.18,2.99,48.05,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM9055,4,71.39,7.37,75.67,Online,"Ration Card, Aadhaar",Skill development
SCM9056,3,81.14,4.66,41.48,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM9057,4,59.74,9,62.54,Both,"Ration Card, Aadhaar",Skill development
SCM9058,4,54.19,5.38,75.26,Online,"Aadhaar, Income Certificate",Employment generation
SCM9059,3,61.18,1.62,39.12,Offline,None,Technology adoption
SCM9060,2,76.72,4.73,47.99,Both,None,Startup support
SCM9061,2,56.51,2.21,97.72,Online,"Caste Certificate, Income Certificate",Education access
SCM9062,2,57.67,9.95,,Both,None,Sanitation awareness
SCM9063,1,94.81,1.21,77.39,Online,None,Health insurance coverage
SCM9064,3,54.47,6.06,89.92,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM9065,1,84.95,4.28,30.98,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9066,4,51.23,6.46,,Online,"Ration Card, Aadhaar",Health insurance coverage
,3,79.35,5.85,,Offline,"Aadhaar, Income Certificate",Education access
SCM9068,1,91.24,9.26,64.67,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9069,3,76.72,2.64,69.9,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9070,1,62.77,2.08,37.96,Online,"Ration Card, Aadhaar",Housing for all
SCM9071,4,51.02,8.83,35.06,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9072,2,50.5,9.39,87.98,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM9073,1,91.06,4.2,62.51,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9074,1,81.4,9.61,99.47,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM9075,1,72.75,4.09,46.05,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9076,4,75.31,6.26,75.3,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9077,4,76.54,7,86.31,Offline,None,Health insurance coverage
,1,67.93,9.95,91.08,Offline,"Caste Certificate, Income Certificate",Education access
SCM9079,1,91.52,2.53,51.44,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM9080,2,99.68,3.65,,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9081,2,75.57,5.92,45.83,Online,None,Financial inclusion
SCM9082,2,74.68,2.93,76.67,Offline,None,Education access
SCM9083,3,96.33,6.22,66.56,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
,1,83.12,8,71.93,Offline,None,Sanitation awareness
SCM9085,3,81.93,8.91,,Both,"Aadhaar, Income Certificate",Education access
SCM9086,4,53.09,4.03,57.37,Offline,"Caste Certificate, Income Certificate",Skill development
SCM9087,3,74.48,2.55,51.71,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9088,4,80.07,7.17,90.46,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9089,3,90.91,7.18,84.34,Online,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9090,2,86.67,4.94,60.07,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9091,1,99.52,6.34,74.14,Offline,"Ration Card, Aadhaar",Housing for all
SCM9092,2,53.92,8.19,33.34,Online,"Ration Card, Aadhaar",Skill development
SCM9093,4,77.34,7.6,74.61,Online,"Aadhaar, Income Certificate",Startup support
SCM9094,3,55.55,7.06,36.8,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM9095,1,90.19,6.96,79.98,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9096,3,78.75,7.52,70.17,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9097,3,63.7,6.47,51.03,Both,"Ration Card, Aadhaar",Technology adoption
SCM9098,2,72.01,1.76,55.96,Both,"Aadhaar, Income Certificate",Startup support
SCM9099,2,96.56,6.25,36.31,Both,"Aadhaar, Income Certificate",Technology adoption
SCM9100,2,88.98,9.01,52.6,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9101,4,76.59,1.34,97.68,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9102,2,90.05,4.59,64.03,Both,None,Startup support
SCM9103,1,51.53,4.54,63.2,Online,None,Employment generation
SCM9104,3,94.85,3.29,74.05,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9105,4,87.6,6.17,63.91,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9106,1,89.83,2.54,54.89,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9107,4,76.82,9.25,39.77,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM9108,1,84.75,2.4,74.12,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM9109,4,82.1,9.69,82.42,Online,"Ration Card, Aadhaar",Women empowerment
SCM9110,3,90.66,1.1,94.62,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9111,4,85.23,5.39,30.21,Both,"Ration Card, Aadhaar",Technology adoption
SCM9112,3,75.14,1.33,34.67,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9113,4,54.25,8.89,92.96,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9114,4,99.7,8.19,74.18,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9115,1,67.61,3.03,97.05,Both,"Aadhaar, Income Certificate",Education access
,3,88.02,2.24,60.16,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9117,1,80.56,2.91,59.17,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9118,4,98.89,1.7,54.1,Online,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9119,4,98.19,3.13,40,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9120,3,71.73,1.61,56.5,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM9121,3,92.61,8.67,31.03,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9122,2,56.02,8.68,65.65,Online,None,Health insurance coverage
SCM9123,3,60.57,5.94,89.3,Offline,None,Sanitation awareness
SCM9124,1,78.67,9.28,,Both,None,Housing for all
SCM9125,3,60.6,4.15,36.62,Online,None,Education access
SCM9126,4,55.95,2.61,98.16,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM9127,3,60.14,3.74,39.03,Both,"Aadhaar, Income Certificate",Technology adoption
SCM9128,2,66.62,2.11,,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9129,4,99.13,8.4,86.64,Offline,None,Skill development
SCM9130,3,54.4,7.84,47.66,Offline,"Caste Certificate, Income Certificate",Startup support
SCM9131,4,54.27,2.71,88.9,Both,None,Startup support
SCM9132,4,52.19,5.91,68.99,Online,"Aadhaar, Income Certificate",Startup support
SCM9133,3,61.97,3.53,53.24,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9134,2,55.59,2.18,,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9135,2,52.21,3.21,73.54,Online,None,Financial inclusion
,2,72.25,6.4,73.08,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9137,2,90.23,6.86,65.28,Both,"Caste Certificate, Income Certificate",Skill development
SCM9138,3,54.98,2.68,49.23,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9139,4,55.29,7.96,51.34,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9140,4,90.57,6.17,36.17,Both,"Aadhaar, Income Certificate",Skill development
SCM9141,2,66.38,4.86,47.06,Both,None,Health insurance coverage
SCM9142,1,75.01,6.82,49.45,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9143,2,89.05,4,34.11,Both,"Aadhaar, Income Certificate",Skill development
,4,70.44,3.37,37.72,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9145,4,50.99,9.34,48.92,Both,None,Housing for all
SCM9146,4,70.81,9.09,77.41,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9147,1,94.32,5.28,42.9,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM9148,3,56.12,6.43,66.53,Online,None,Women empowerment
SCM9149,3,83.81,6.91,65.55,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9150,4,74.86,6.9,88.38,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9151,2,76.6,5.75,72.64,Offline,"Ration Card, Aadhaar",Women empowerment
,3,91.5,3.81,94.19,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9153,4,89.29,9.01,,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9154,1,99.25,6.06,31.79,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM9155,4,58.41,9.17,56.7,Offline,"Aadhaar, Income Certificate",Sanitation awareness
,4,62.69,8.46,78.93,Online,"Ration Card, Aadhaar",Women empowerment
SCM9157,2,87.33,6.85,63.26,Online,"Caste Certificate, Income Certificate",Education access
SCM9158,1,91.96,7.39,59.36,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM9159,1,91.1,9.2,77.01,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9160,2,72.83,6.68,50,Online,"Ration Card, Aadhaar",Housing for all
SCM9161,2,55.4,5.21,93.63,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9162,4,68.34,4.98,58.92,Online,"Ration Card, Aadhaar",Employment generation
SCM9163,1,64.02,9.82,74.19,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM9164,4,75.54,7.76,98.76,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM9165,4,58.22,7.04,84.98,Offline,"Aadhaar, Income Certificate",Housing for all
SCM9166,2,81.95,1.86,67.21,Offline,None,Startup support
,4,98.27,6.29,90.16,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9168,4,86.77,2.7,69.23,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9169,2,99.21,4.51,60.92,Online,"Ration Card, Aadhaar",Financial inclusion
SCM9170,3,85.58,6.02,91.14,Online,"Ration Card, Aadhaar",Skill development
SCM9171,3,87.08,1.07,31.9,Offline,"Ration Card, Aadhaar",Startup support
SCM9172,2,76.59,8.76,58.52,Online,"Caste Certificate, Income Certificate",Education access
SCM9173,1,97.4,4.95,54.01,Both,None,Health insurance coverage
SCM9174,2,67.98,6.6,79.99,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM9175,4,88.21,2.82,30.88,Offline,None,Technology adoption
SCM9176,3,50.08,7.31,76.26,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM9177,2,90.46,3.79,54.25,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9178,3,64.71,5.65,36.85,Offline,"Ration Card, Aadhaar",Education access
SCM9179,4,54.2,3.91,98.62,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9180,3,86.18,6.8,44.86,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM9181,1,76.11,8.65,54.44,Online,None,Health insurance coverage
SCM9182,2,64.32,6.77,44.49,Offline,"Ration Card, Aadhaar",Housing for all
SCM9183,3,87.71,2.6,76.34,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9184,4,71.29,3.25,84.78,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9185,2,82.51,5.7,90.24,Online,None,Employment generation
SCM9186,4,99.9,3.44,51.77,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM9187,1,50.2,2.76,66.72,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9188,1,92.4,1.42,76.43,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9189,1,77.94,1.94,74.07,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM9190,1,68.61,6.08,80.12,Both,"Aadhaar, Income Certificate",Startup support
,2,97.57,2.75,83.88,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9192,4,96.95,5.49,36.82,Both,"Ration Card, Aadhaar",Health insurance coverage
,4,53.03,6.78,41.78,Offline,"Ration Card, Aadhaar",Technology adoption
SCM9194,4,84.81,3.25,81.4,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9195,3,80.15,9.55,63.37,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9196,2,83.89,3.31,,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9197,2,97.42,2.46,,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9198,3,99.52,5.11,56.04,Offline,None,Financial inclusion
SCM9199,1,62.26,4.98,71.37,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9200,4,64.69,8.73,52.63,Both,"Ration Card, Aadhaar",Education access
SCM9201,2,86.74,1.43,74.58,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9202,1,85.11,3.45,44.18,Both,"Aadhaar, Income Certificate",Technology adoption
SCM9203,3,57.29,8.91,,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9204,4,97.41,7.83,84.71,Online,"Aadhaar, Income Certificate",Education access
SCM9205,4,90.3,1.04,70.5,Offline,None,Sanitation awareness
